pair,metric,component,layer,head,value_mean
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,9,5,0.006938
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,9,6,0.006111
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,9,7,0.00623
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,10,0,0.006254
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,10,1,0.00857
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,10,2,0.006362
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,10,3,0.00962
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,10,4,0.006905
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,10,5,0.005342
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,10,6,0.006605
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,10,7,0.005602
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,11,0,0.004583
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,11,1,0.005767
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,11,2,0.00454
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,11,3,0.005108
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,11,4,0.005658
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,11,5,0.005582
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,11,6,0.004937
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,11,7,0.005251
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,12,0,0.00612
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,12,1,0.005408
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,12,2,0.005026
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,12,3,0.005238
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,12,4,0.00506
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,12,5,0.004859
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,12,6,0.004507
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,12,7,0.004506
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,13,0,0.00605
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,13,1,0.005809
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,13,2,0.00471
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,13,3,0.004764
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,13,4,0.005879
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,13,5,0.005645
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,13,6,0.005608
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,13,7,0.005243
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,14,0,0.00489
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,14,1,0.007531
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,14,2,0.005173
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,14,3,0.004749
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,14,4,0.00487
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,14,5,0.005588
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,14,6,0.005488
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,14,7,0.005377
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,15,0,0.005712
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,15,1,0.004807
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,15,2,0.005743
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,15,3,0.005577
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,15,4,0.005468
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,15,5,0.00685
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,15,6,0.006111
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,15,7,0.005401
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,16,0,0.005023
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,16,1,0.00608
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,16,2,0.004981
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,16,3,0.005581
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,16,4,0.005219
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,16,5,0.005334
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,16,6,0.00549
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,16,7,0.005386
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,17,0,0.007135
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,17,1,0.006628
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,17,2,0.007388
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,17,3,0.006709
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,17,4,0.007483
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,17,5,0.006435
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,17,6,0.00752
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,17,7,0.006253
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,18,0,0.005258
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,18,1,0.00688
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,18,2,0.00591
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,18,3,0.004978
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,18,4,0.011434
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,18,5,0.004385
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,18,6,0.006235
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,18,7,0.00503
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,19,0,0.005532
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,19,1,0.00602
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,19,2,0.006299
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,19,3,0.005305
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,19,4,0.006072
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,19,5,0.005766
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,19,6,0.007303
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,19,7,0.006809
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,20,0,0.005804
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,20,1,0.005833
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,20,2,0.005219
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,20,3,0.00537
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,20,4,0.007401
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,20,5,0.005777
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,20,6,0.004806
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,20,7,0.006499
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,21,0,0.004488
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,21,1,0.005857
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,21,2,0.005336
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,21,3,0.004847
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,21,4,0.005365
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,21,5,0.007791
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,21,6,0.004793
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,21,7,0.005008
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,22,0,0.006091
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,22,1,0.006066
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,22,2,0.006453
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,22,3,0.004878
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,22,4,0.004497
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,22,5,0.005561
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,22,6,0.004815
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,22,7,0.005682
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,23,0,0.005428
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,23,1,0.005147
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,23,2,0.004322
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,23,3,0.005524
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,23,4,0.007616
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,23,5,0.005297
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,23,6,0.0042
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,23,7,0.005474
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,24,0,0.004817
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,24,1,0.005437
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,24,2,0.004473
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,24,3,0.004902
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,24,4,0.004797
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,24,5,0.004745
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,24,6,0.004547
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,24,7,0.005206
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,25,0,0.010911
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,25,1,0.00684
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,25,2,0.006621
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,25,3,0.005885
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,25,4,0.005747
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,25,5,0.005908
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,25,6,0.006372
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,25,7,0.006263
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,26,0,0.005207
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,26,1,0.005409
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,26,2,0.004543
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,26,3,0.004494
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,26,4,0.004979
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,26,5,0.006155
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,26,6,0.009274
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,26,7,0.004843
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,27,0,0.007336
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,27,1,0.00802
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,27,2,0.00624
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,27,3,0.006186
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,27,4,0.005582
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,27,5,0.007233
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,27,6,0.006407
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,27,7,0.007302
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,28,0,0.005558
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,28,1,0.006236
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,28,2,0.006279
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,28,3,0.006256
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,28,4,0.005215
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,28,5,0.005828
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,28,6,0.004651
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,28,7,0.005923
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,29,0,0.006391
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,29,1,0.013795
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,29,2,0.006124
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,29,3,0.011876
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,29,4,0.006473
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,29,5,0.008554
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,29,6,0.006266
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,29,7,0.006077
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,30,0,0.007865
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,30,1,0.004875
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,30,2,0.005884
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,30,3,0.005091
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,30,4,0.009771
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,30,5,0.005268
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,30,6,0.00762
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,30,7,0.0042
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,31,0,0.005984
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,31,1,0.006705
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,31,2,0.008928
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,31,3,0.005761
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,31,4,0.005756
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,31,5,0.010876
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,31,6,0.009887
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,31,7,0.00652
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,32,0,0.013313
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,32,1,0.006423
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,32,2,0.005928
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,32,3,0.008234
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,32,4,0.005405
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,32,5,0.006135
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,32,6,0.020601
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,32,7,0.005362
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,33,0,0.007164
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,33,1,0.00639
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,33,2,0.009014
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,33,3,0.005673
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,33,4,0.010633
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,33,5,0.006514
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,33,6,0.012215
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,33,7,0.010087
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,34,0,0.013058
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,34,1,0.004661
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,34,2,0.005695
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,34,3,0.005908
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,34,4,0.013461
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,34,5,0.005215
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,34,6,0.008124
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,34,7,0.004804
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,35,0,0.006157
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,35,1,0.006619
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,35,2,0.006348
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,35,3,0.0066
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,35,4,0.008324
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,35,5,0.012735
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,35,6,0.00725
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,35,7,0.01681
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,36,0,0.00631
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,36,1,0.006947
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,36,2,0.006141
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,36,3,0.012101
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,36,4,0.050531
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,36,5,0.006891
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,36,6,0.009922
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,36,7,0.01214
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,37,0,0.010503
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,37,1,0.008772
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,37,2,0.016152
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,37,3,0.009176
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,37,4,0.045784
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,37,5,0.009374
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,37,6,0.024866
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,37,7,0.004865
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,38,0,0.006951
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,38,1,0.00754
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,38,2,0.016358
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,38,3,0.006983
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,38,4,0.006276
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,38,5,0.025612
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,38,6,0.011088
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,38,7,0.006519
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,39,0,0.008637
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,39,1,0.013676
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,39,2,0.008803
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,39,3,0.011558
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,39,4,0.007751
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,39,5,0.008198
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,39,6,0.010311
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,k,39,7,0.012479
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,0,0.007841
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,1,0.007086
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,2,0.011764
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,3,0.0078
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,4,0.010091
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,5,0.010453
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,6,0.013142
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,7,0.018023
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,8,0.02428
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,9,0.016673
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,10,0.007025
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,11,0.010868
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,12,0.00816
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,13,0.008847
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,14,0.015375
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,15,0.01033
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,16,0.006343
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,17,0.073158
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,18,0.005862
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,19,0.005018
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,20,0.010748
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,21,0.012031
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,22,0.014262
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,23,0.014742
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,24,0.066103
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,25,0.01918
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,26,0.008232
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,27,0.093704
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,28,0.006436
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,29,0.008045
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,30,0.007346
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,31,0.007189
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,32,0.007864
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,33,0.029551
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,34,0.013413
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,35,0.028184
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,36,0.006537
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,37,0.006009
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,38,0.006294
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,0,39,0.008731
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,0,0.010624
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,1,0.006303
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,2,0.00632
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,3,0.004634
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,4,0.006723
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,5,0.006994
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,6,0.109815
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,7,0.011777
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,8,0.022119
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,9,0.01329
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,10,0.008913
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,11,0.009888
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,12,0.036607
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,13,0.009725
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,14,0.012627
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,15,0.005969
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,16,0.012001
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,17,0.008374
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,18,0.008895
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,19,0.004435
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,20,0.005824
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,21,0.006591
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,22,0.006728
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,23,0.023277
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,24,0.019209
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,25,0.010272
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,26,0.01343
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,27,0.007656
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,28,0.006304
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,29,0.01157
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,30,0.007263
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,31,0.012744
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,32,0.012826
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,33,0.011377
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,34,0.008347
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,35,0.007552
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,36,0.004939
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,37,0.006292
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,38,0.003844
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,1,39,0.005992
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,0,0.006495
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,1,0.008045
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,2,0.007756
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,3,0.007734
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,4,0.016385
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,5,0.008616
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,6,0.010035
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,7,0.007531
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,8,0.009252
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,9,0.00928
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,10,0.021687
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,11,0.010995
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,12,0.007318
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,13,0.018209
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,14,0.009854
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,15,0.0059
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,16,0.007342
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,17,0.007369
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,18,0.007908
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,19,0.006787
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,20,0.006472
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,21,0.00672
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,22,0.006369
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,23,0.008264
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,24,0.008083
gpqa_orgn_vs_gpqa_ver1,mmd_rbf,q,2,25,0.007391
