================================================================================
cosine_similarity by layer
================================================================================
layer	version	mean	std
22	ver1to2	0.276257	0.243057
23	ver1to2	0.050852	0.172130
24	ver1to2	0.480110	0.265570
25	ver1to2	0.280341	0.197772
26	ver1to2	0.541067	0.248402
27	ver1to2	0.255022	0.189319
28	ver1to2	0.234302	0.201369
29	ver1to2	0.636691	0.254860
30	ver1to2	0.157799	0.228134
31	ver1to2	0.555979	0.260108
32	ver1to2	0.162716	0.180251
33	ver1to2	0.605279	0.264337
34	ver1to2	0.285413	0.282984
35	ver1to2	0.189534	0.282554
0	ver1to3	0.594504	0.440216
1	ver1to3	0.404120	0.363504
2	ver1to3	0.369435	0.299585
3	ver1to3	0.384347	0.245386
4	ver1to3	0.402155	0.403390
5	ver1to3	0.476690	0.478116
6	ver1to3	0.356947	0.256303
7	ver1to3	0.051909	0.103495
8	ver1to3	0.208594	0.284217
9	ver1to3	0.572262	0.232403
10	ver1to3	0.093734	0.177950
11	ver1to3	0.314122	0.260049
12	ver1to3	0.328740	0.310303
13	ver1to3	0.502613	0.258809
14	ver1to3	0.255625	0.259319
15	ver1to3	0.449904	0.271958
16	ver1to3	0.483461	0.283040
17	ver1to3	0.347898	0.294301
18	ver1to3	0.416282	0.281741
19	ver1to3	0.517672	0.230637
20	ver1to3	0.503697	0.317197
21	ver1to3	0.187054	0.275554
22	ver1to3	0.276359	0.241889
23	ver1to3	0.054239	0.182905
24	ver1to3	0.475851	0.265900
25	ver1to3	0.285445	0.191592
26	ver1to3	0.548911	0.244069
27	ver1to3	0.256461	0.185369
28	ver1to3	0.237983	0.200151
29	ver1to3	0.632197	0.251065
30	ver1to3	0.164181	0.233485
31	ver1to3	0.547633	0.255290
32	ver1to3	0.171324	0.190538
33	ver1to3	0.605735	0.263669
34	ver1to3	0.296426	0.287363
35	ver1to3	0.193944	0.289212
0	ver2to3	0.534740	0.461088
1	ver2to3	0.372113	0.370199
2	ver2to3	0.340838	0.305012
3	ver2to3	0.350217	0.270536
4	ver2to3	0.370495	0.400751
5	ver2to3	0.485527	0.479073
6	ver2to3	0.327498	0.273195
7	ver2to3	0.046392	0.096745
8	ver2to3	0.201430	0.287083
9	ver2to3	0.518630	0.281044
10	ver2to3	0.093192	0.180036
11	ver2to3	0.292517	0.265501
12	ver2to3	0.295911	0.305919
13	ver2to3	0.458115	0.290317
14	ver2to3	0.216340	0.246914
15	ver2to3	0.426336	0.291394
16	ver2to3	0.448453	0.303941
17	ver2to3	0.319334	0.298786
18	ver2to3	0.391342	0.298537
19	ver2to3	0.472762	0.266727
20	ver2to3	0.468339	0.335436
21	ver2to3	0.165185	0.263621
22	ver2to3	0.243681	0.241792
23	ver2to3	0.051807	0.176107
24	ver2to3	0.455849	0.295377
25	ver2to3	0.258635	0.200782
26	ver2to3	0.508726	0.280732
27	ver2to3	0.234901	0.192982
28	ver2to3	0.209723	0.204384
29	ver2to3	0.581397	0.302510
30	ver2to3	0.147110	0.233271
31	ver2to3	0.491908	0.296213
32	ver2to3	0.158883	0.182547
33	ver2to3	0.534351	0.310733
34	ver2to3	0.255018	0.279459
35	ver2to3	0.168323	0.265969
0	version1	0.606227	0.436483
1	version1	0.400869	0.365885
2	version1	0.362011	0.295062
3	version1	0.386200	0.243582
4	version1	0.418711	0.405109
5	version1	0.475176	0.478742
6	version1	0.349813	0.260227
7	version1	0.054447	0.106243
8	version1	0.198872	0.275816
9	version1	0.585429	0.230603
10	version1	0.099069	0.180401
11	version1	0.327207	0.264589
12	version1	0.315806	0.301727
13	version1	0.503286	0.265381
14	version1	0.255513	0.257317
15	version1	0.459240	0.274335
16	version1	0.498402	0.280315
17	version1	0.364083	0.296116
18	version1	0.425592	0.282339
19	version1	0.519782	0.232913
20	version1	0.515927	0.319256
21	version1	0.185479	0.275017
22	version1	0.283185	0.243276
23	version1	0.048000	0.170175
24	version1	0.479401	0.266374
25	version1	0.287158	0.195563
26	version1	0.554736	0.243005
27	version1	0.260594	0.188515
28	version1	0.244122	0.199507
29	version1	0.647027	0.249390
30	version1	0.163398	0.227668
31	version1	0.562957	0.259747
32	version1	0.159966	0.180529
33	version1	0.616777	0.261763
34	version1	0.292229	0.288247
35	version1	0.199389	0.291082
0	version2	0.500677	0.463788
1	version2	0.323508	0.359783
2	version2	0.310588	0.305148
3	version2	0.329257	0.275498
4	version2	0.362335	0.407446
5	version2	0.446218	0.474798
6	version2	0.311215	0.277934
7	version2	0.045339	0.097972
8	version2	0.173979	0.270386
9	version2	0.491503	0.297483
10	version2	0.089805	0.179987
11	version2	0.275570	0.266587
12	version2	0.280998	0.307077
13	version2	0.427380	0.302158
14	version2	0.226092	0.255527
15	version2	0.403046	0.301219
16	version2	0.424778	0.314582
17	version2	0.312620	0.304801
18	version2	0.369663	0.301994
19	version2	0.450255	0.278357
20	version2	0.442118	0.344942
21	version2	0.150333	0.253284
22	version2	0.238018	0.242180
23	version2	0.040806	0.152225
24	version2	0.438007	0.305180
25	version2	0.245607	0.206814
26	version2	0.478745	0.294709
27	version2	0.223491	0.197995
28	version2	0.198482	0.204443
29	version2	0.549090	0.323973
30	version2	0.138523	0.224478
31	version2	0.473317	0.311439
32	version2	0.145563	0.177245
33	version2	0.514413	0.326632
34	version2	0.242132	0.278620
35	version2	0.161643	0.261885
0	version3	0.533098	0.458859
1	version3	0.348436	0.361706
2	version3	0.326586	0.303212
3	version3	0.346800	0.270539
4	version3	0.371450	0.405899
5	version3	0.459431	0.476964
6	version3	0.323146	0.275651
7	version3	0.044113	0.090237
8	version3	0.184125	0.275303
9	version3	0.511401	0.281631
10	version3	0.084928	0.166858
11	version3	0.291041	0.266561
12	version3	0.282635	0.297430
13	version3	0.444415	0.292614
14	version3	0.226096	0.256552
15	version3	0.405916	0.292157
16	version3	0.437644	0.305507
17	version3	0.321667	0.303808
18	version3	0.390643	0.296217
19	version3	0.468328	0.267533
20	version3	0.465583	0.336815
21	version3	0.158555	0.259420
22	version3	0.235544	0.233046
23	version3	0.047400	0.169936
24	version3	0.438351	0.291192
25	version3	0.254528	0.203530
26	version3	0.489611	0.280181
27	version3	0.228598	0.192941
28	version3	0.207047	0.205947
29	version3	0.573046	0.308891
30	version3	0.150525	0.237327
31	version3	0.489970	0.302788
32	version3	0.159371	0.186328
33	version3	0.532614	0.316505
34	version3	0.257125	0.282548
35	version3	0.165637	0.266251

================================================================================
js_divergence by decode_step
================================================================================
decode_step	version	mean	std
0	ver1to2	0.021596	0.077887
1	ver1to2	0.015318	0.024176
2	ver1to2	0.083379	0.148094
3	ver1to2	0.047842	0.104220
4	ver1to2	0.287819	0.333723
5	ver1to2	0.106713	0.184122
6	ver1to2	0.171119	0.232720
7	ver1to2	0.190254	0.254367
8	ver1to2	0.221394	0.280855
9	ver1to2	0.212268	0.275052
10	ver1to2	0.231326	0.287472
11	ver1to2	0.313725	0.299004
12	ver1to2	0.359417	0.322909
13	ver1to2	0.339144	0.320801
14	ver1to2	0.345468	0.318907
15	ver1to2	0.347644	0.320694
16	ver1to2	0.317350	0.308204
17	ver1to2	0.320161	0.308232
18	ver1to2	0.325906	0.312636
19	ver1to2	0.355987	0.322975
20	ver1to2	0.345786	0.310781
21	ver1to2	0.375069	0.309526
22	ver1to2	0.375949	0.315202
23	ver1to2	0.392868	0.309024
24	ver1to2	0.389901	0.318561
25	ver1to2	0.399164	0.314547
26	ver1to2	0.414219	0.318892
27	ver1to2	0.388651	0.312693
28	ver1to2	0.416993	0.316373
29	ver1to2	0.439575	0.328319
30	ver1to2	0.418218	0.332644
31	ver1to2	0.410500	0.331790
32	ver1to2	0.411072	0.328452
33	ver1to2	0.387868	0.312529
34	ver1to2	0.389049	0.313955
35	ver1to2	0.377533	0.308833
36	ver1to2	0.368647	0.311611
37	ver1to2	0.359790	0.302156
38	ver1to2	0.355197	0.302373
39	ver1to2	0.399425	0.327158
40	ver1to2	0.379635	0.314840
41	ver1to2	0.401038	0.315760
42	ver1to2	0.391621	0.314650
43	ver1to2	0.391797	0.319932
44	ver1to2	0.352257	0.308640
45	ver1to2	0.387846	0.323206
46	ver1to2	0.365522	0.309934
47	ver1to2	0.380362	0.315717
48	ver1to2	0.401401	0.315954
49	ver1to2	0.379500	0.312102
50	ver1to2	0.392368	0.310788
51	ver1to2	0.428751	0.318651
52	ver1to2	0.407885	0.329956
53	ver1to2	0.399131	0.315252
54	ver1to2	0.415785	0.316059
55	ver1to2	0.430311	0.318416
56	ver1to2	0.400936	0.311191
57	ver1to2	0.414068	0.321331
58	ver1to2	0.391267	0.318833
59	ver1to2	0.417186	0.316610
60	ver1to2	0.398906	0.323567
61	ver1to2	0.399733	0.316639
62	ver1to2	0.423608	0.326131
63	ver1to2	0.393117	0.306691
64	ver1to2	0.398318	0.320043
65	ver1to2	0.410435	0.317996
66	ver1to2	0.402924	0.314867
67	ver1to2	0.408215	0.316816
68	ver1to2	0.399486	0.313198
69	ver1to2	0.390347	0.316889
70	ver1to2	0.355776	0.304307
71	ver1to2	0.336112	0.309815
72	ver1to2	0.364250	0.311647
73	ver1to2	0.371807	0.314775
74	ver1to2	0.367788	0.312615
75	ver1to2	0.346468	0.304358
76	ver1to2	0.375636	0.312443
77	ver1to2	0.390194	0.319442
78	ver1to2	0.386717	0.326685
79	ver1to2	0.348726	0.300413
80	ver1to2	0.373461	0.311421
81	ver1to2	0.387207	0.318124
82	ver1to2	0.384319	0.315950
83	ver1to2	0.408390	0.321670
84	ver1to2	0.372837	0.314283
85	ver1to2	0.378982	0.317152
86	ver1to2	0.376400	0.314034
87	ver1to2	0.373271	0.319024
88	ver1to2	0.404265	0.332347
89	ver1to2	0.383989	0.322443
90	ver1to2	0.380507	0.321403
91	ver1to2	0.377950	0.322176
92	ver1to2	0.400429	0.325985
93	ver1to2	0.350683	0.320488
94	ver1to2	0.360119	0.311946
95	ver1to2	0.415972	0.328330
96	ver1to2	0.410811	0.326914
97	ver1to2	0.402978	0.328554
98	ver1to2	0.393010	0.328819
99	ver1to2	0.388771	0.326907
0	ver1to3	0.021242	0.076369
1	ver1to3	0.015667	0.025242
2	ver1to3	0.084165	0.148726
3	ver1to3	0.048265	0.106921
4	ver1to3	0.286892	0.331767
5	ver1to3	0.107814	0.184802
6	ver1to3	0.201393	0.238044
7	ver1to3	0.232763	0.267174
8	ver1to3	0.248694	0.279181
9	ver1to3	0.261028	0.282899
10	ver1to3	0.344571	0.316386
11	ver1to3	0.343572	0.298836
12	ver1to3	0.378110	0.332436
13	ver1to3	0.370703	0.325831
14	ver1to3	0.339200	0.318245
15	ver1to3	0.344835	0.315431
16	ver1to3	0.315724	0.306968
17	ver1to3	0.329213	0.313254
18	ver1to3	0.348564	0.305445
19	ver1to3	0.379385	0.312266
20	ver1to3	0.367876	0.317932
21	ver1to3	0.381940	0.308414
22	ver1to3	0.361283	0.318084
23	ver1to3	0.392776	0.321039
24	ver1to3	0.374144	0.308984
25	ver1to3	0.380425	0.308864
26	ver1to3	0.381179	0.313236
27	ver1to3	0.355176	0.307474
28	ver1to3	0.387258	0.313608
29	ver1to3	0.364835	0.305060
30	ver1to3	0.372119	0.306935
31	ver1to3	0.347854	0.303683
32	ver1to3	0.402986	0.325425
33	ver1to3	0.357136	0.300918
34	ver1to3	0.362847	0.304273
35	ver1to3	0.374071	0.307405
36	ver1to3	0.366593	0.304454
37	ver1to3	0.391601	0.315092
38	ver1to3	0.384125	0.307923
39	ver1to3	0.421247	0.325217
40	ver1to3	0.402771	0.326433
41	ver1to3	0.367378	0.308804
42	ver1to3	0.392944	0.325582
43	ver1to3	0.375681	0.313137
44	ver1to3	0.378039	0.310926
45	ver1to3	0.351013	0.311955
46	ver1to3	0.392749	0.322515
47	ver1to3	0.423807	0.324215
48	ver1to3	0.388269	0.311488
49	ver1to3	0.398299	0.323667
50	ver1to3	0.414686	0.322419
51	ver1to3	0.417812	0.317327
52	ver1to3	0.413610	0.326292
53	ver1to3	0.438876	0.319317
54	ver1to3	0.419707	0.328174
55	ver1to3	0.417118	0.317688
56	ver1to3	0.415665	0.329032
57	ver1to3	0.414764	0.315696
58	ver1to3	0.388172	0.316449
59	ver1to3	0.378304	0.308206
60	ver1to3	0.394332	0.315112
61	ver1to3	0.400107	0.315521
62	ver1to3	0.402083	0.323551
63	ver1to3	0.393742	0.311302
64	ver1to3	0.389772	0.318384
65	ver1to3	0.431815	0.326488
66	ver1to3	0.418228	0.323142
67	ver1to3	0.425536	0.325673
68	ver1to3	0.427510	0.320054
69	ver1to3	0.386993	0.318091
70	ver1to3	0.384450	0.304429
71	ver1to3	0.387621	0.317653
72	ver1to3	0.361093	0.303922
73	ver1to3	0.397254	0.329205
74	ver1to3	0.389539	0.323728
75	ver1to3	0.373179	0.318004
76	ver1to3	0.409004	0.317808
77	ver1to3	0.366143	0.310042
78	ver1to3	0.410372	0.333334
79	ver1to3	0.367617	0.320287
80	ver1to3	0.397068	0.324315
81	ver1to3	0.392826	0.332413
82	ver1to3	0.376307	0.325380
83	ver1to3	0.390471	0.325071
84	ver1to3	0.394308	0.329944
85	ver1to3	0.359028	0.309328
86	ver1to3	0.370960	0.313107
87	ver1to3	0.390729	0.318577
88	ver1to3	0.372839	0.323145
89	ver1to3	0.365257	0.314836
90	ver1to3	0.395143	0.322835
91	ver1to3	0.369854	0.314506
92	ver1to3	0.395858	0.317641
93	ver1to3	0.380011	0.316232
94	ver1to3	0.384485	0.312954
95	ver1to3	0.375406	0.310324
96	ver1to3	0.392029	0.319259
97	ver1to3	0.381222	0.310904
98	ver1to3	0.350928	0.306145
99	ver1to3	0.353121	0.318429
0	ver2to3	0.004569	0.011575
1	ver2to3	0.003807	0.007387
2	ver2to3	0.002010	0.002891
3	ver2to3	0.003412	0.006531
4	ver2to3	0.023644	0.047468
5	ver2to3	0.002279	0.004820
6	ver2to3	0.065521	0.152166
7	ver2to3	0.086454	0.198835
8	ver2to3	0.086751	0.183868
9	ver2to3	0.110154	0.212834
10	ver2to3	0.178151	0.277247
11	ver2to3	0.230050	0.276904
12	ver2to3	0.264543	0.318738
13	ver2to3	0.287667	0.324626
14	ver2to3	0.287294	0.309024
15	ver2to3	0.251786	0.283923
16	ver2to3	0.241589	0.284407
17	ver2to3	0.250464	0.285962
18	ver2to3	0.279401	0.301789
19	ver2to3	0.324493	0.312914
20	ver2to3	0.331036	0.319577
21	ver2to3	0.332913	0.309702
22	ver2to3	0.325507	0.302080
23	ver2to3	0.348099	0.318178
24	ver2to3	0.345451	0.313804
25	ver2to3	0.345701	0.318422
26	ver2to3	0.352972	0.319821
27	ver2to3	0.360035	0.327012
28	ver2to3	0.383362	0.323099
29	ver2to3	0.390742	0.320617
30	ver2to3	0.398083	0.329078
31	ver2to3	0.345750	0.315638
32	ver2to3	0.345854	0.306566
33	ver2to3	0.373276	0.314038
34	ver2to3	0.393106	0.329343
35	ver2to3	0.363943	0.317138
36	ver2to3	0.358981	0.314841
37	ver2to3	0.381442	0.325091
38	ver2to3	0.349321	0.315683
39	ver2to3	0.375433	0.326160
40	ver2to3	0.363781	0.321166
41	ver2to3	0.370075	0.329043
42	ver2to3	0.367119	0.320060
43	ver2to3	0.361226	0.323691
44	ver2to3	0.380360	0.325893
45	ver2to3	0.370893	0.317261
46	ver2to3	0.406835	0.331186
47	ver2to3	0.370533	0.322194
48	ver2to3	0.391671	0.331510
49	ver2to3	0.378667	0.329708
50	ver2to3	0.355178	0.313395
51	ver2to3	0.353825	0.310617
52	ver2to3	0.359224	0.316857
53	ver2to3	0.409185	0.326745
54	ver2to3	0.388321	0.320373
55	ver2to3	0.402425	0.329753
56	ver2to3	0.396821	0.332633
57	ver2to3	0.411236	0.326383
58	ver2to3	0.388010	0.322291
59	ver2to3	0.366142	0.317584
60	ver2to3	0.355497	0.317604
61	ver2to3	0.373274	0.323255
62	ver2to3	0.359883	0.317454
63	ver2to3	0.372317	0.319600
64	ver2to3	0.363554	0.323569
65	ver2to3	0.365142	0.317402
66	ver2to3	0.382399	0.332946
67	ver2to3	0.387540	0.336249
68	ver2to3	0.369774	0.321000
69	ver2to3	0.347067	0.305508
70	ver2to3	0.400254	0.325725
71	ver2to3	0.388437	0.321552
72	ver2to3	0.410321	0.314916
73	ver2to3	0.406279	0.321401
74	ver2to3	0.390026	0.317182
75	ver2to3	0.387207	0.317679
76	ver2to3	0.433615	0.332438
77	ver2to3	0.392221	0.320956
78	ver2to3	0.393737	0.330685
79	ver2to3	0.408904	0.316960
80	ver2to3	0.428281	0.331624
81	ver2to3	0.402463	0.326474
82	ver2to3	0.379403	0.314490
83	ver2to3	0.374142	0.315445
84	ver2to3	0.362101	0.321051
85	ver2to3	0.343421	0.314733
86	ver2to3	0.363065	0.321713
87	ver2to3	0.357926	0.322287
88	ver2to3	0.344796	0.309292
89	ver2to3	0.360389	0.320113
90	ver2to3	0.383846	0.325038
91	ver2to3	0.349733	0.308636
92	ver2to3	0.404731	0.320836
93	ver2to3	0.388914	0.333479
94	ver2to3	0.356283	0.314845
95	ver2to3	0.403815	0.329782
96	ver2to3	0.435761	0.341593
97	ver2to3	0.399393	0.334335
98	ver2to3	0.373958	0.330935
99	ver2to3	0.367840	0.327734
0	version1	0.021089	0.075110
1	version1	0.014740	0.022729
2	version1	0.083178	0.148149
3	version1	0.047501	0.106154
4	version1	0.290917	0.333854
5	version1	0.107524	0.181976
6	version1	0.189507	0.239983
7	version1	0.214418	0.264622
8	version1	0.235078	0.282379
9	version1	0.225757	0.274353
10	version1	0.283537	0.306179
11	version1	0.322793	0.305846
12	version1	0.379050	0.333259
13	version1	0.347886	0.326908
14	version1	0.338226	0.321889
15	version1	0.360035	0.323674
16	version1	0.329569	0.313279
17	version1	0.350768	0.316232
18	version1	0.356781	0.316514
19	version1	0.363507	0.323003
20	version1	0.347406	0.309010
21	version1	0.381579	0.307680
22	version1	0.353463	0.315648
23	version1	0.402417	0.308788
24	version1	0.365100	0.310484
25	version1	0.394464	0.306737
26	version1	0.386040	0.305922
27	version1	0.366347	0.300114
28	version1	0.386726	0.316241
29	version1	0.404867	0.322928
30	version1	0.387290	0.324031
31	version1	0.383987	0.320944
32	version1	0.440796	0.330839
33	version1	0.390136	0.303315
34	version1	0.385003	0.312284
35	version1	0.382968	0.305264
36	version1	0.377340	0.310124
37	version1	0.414618	0.320620
38	version1	0.388569	0.311147
39	version1	0.411233	0.323511
40	version1	0.382467	0.314588
41	version1	0.403789	0.309994
42	version1	0.398314	0.321897
43	version1	0.403979	0.320278
44	version1	0.427803	0.322579
45	version1	0.388504	0.321840
46	version1	0.381029	0.319211
47	version1	0.395861	0.316061
48	version1	0.406225	0.322696
49	version1	0.380831	0.313618
50	version1	0.391665	0.313129
51	version1	0.374507	0.308095
52	version1	0.392918	0.317742
53	version1	0.375368	0.307076
54	version1	0.404194	0.314125
55	version1	0.379400	0.301494
56	version1	0.400233	0.315829
57	version1	0.395397	0.313981
58	version1	0.404539	0.320862
59	version1	0.424813	0.321598
60	version1	0.406406	0.319545
61	version1	0.426547	0.324331
62	version1	0.407460	0.318411
63	version1	0.396083	0.311684
64	version1	0.397254	0.322340
65	version1	0.426117	0.330996
66	version1	0.396425	0.322144
67	version1	0.404047	0.319054
68	version1	0.385735	0.316955
69	version1	0.407338	0.321844
70	version1	0.404851	0.322188
71	version1	0.424328	0.332001
72	version1	0.395449	0.321969
73	version1	0.391067	0.313886
74	version1	0.393736	0.320233
75	version1	0.395515	0.323159
76	version1	0.377871	0.312869
77	version1	0.401937	0.322869
78	version1	0.418904	0.332494
79	version1	0.426904	0.334087
80	version1	0.380921	0.309074
81	version1	0.355082	0.311125
82	version1	0.371733	0.318611
83	version1	0.366031	0.310274
84	version1	0.391375	0.321177
85	version1	0.394471	0.321114
86	version1	0.405982	0.318094
87	version1	0.404039	0.321977
88	version1	0.410764	0.325662
89	version1	0.386615	0.319862
90	version1	0.370429	0.311118
91	version1	0.412981	0.327143
92	version1	0.384556	0.321354
93	version1	0.390176	0.326320
94	version1	0.423274	0.321880
95	version1	0.361265	0.311868
96	version1	0.390461	0.320601
97	version1	0.400719	0.322501
98	version1	0.395304	0.319596
99	version1	0.401375	0.327593
0	version2	0.003893	0.008373
1	version2	0.003671	0.005186
2	version2	0.001752	0.002868
3	version2	0.002444	0.004214
4	version2	0.019999	0.052475
5	version2	0.006604	0.029780
6	version2	0.025100	0.092993
7	version2	0.031321	0.117663
8	version2	0.031682	0.116519
9	version2	0.069882	0.168674
10	version2	0.110560	0.221762
11	version2	0.134650	0.251339
12	version2	0.157690	0.272620
13	version2	0.148843	0.260043
14	version2	0.153542	0.262365
15	version2	0.155710	0.261976
16	version2	0.181810	0.277958
17	version2	0.189954	0.282794
18	version2	0.198690	0.271448
19	version2	0.228144	0.292551
20	version2	0.243001	0.298387
21	version2	0.244999	0.282558
22	version2	0.262647	0.296283
23	version2	0.271097	0.298973
24	version2	0.258061	0.301318
25	version2	0.270129	0.300894
26	version2	0.288653	0.311247
27	version2	0.301524	0.308649
28	version2	0.322590	0.315932
29	version2	0.337499	0.327094
30	version2	0.348397	0.342073
31	version2	0.307819	0.303520
32	version2	0.316325	0.310644
33	version2	0.339890	0.324277
34	version2	0.331276	0.319150
35	version2	0.321201	0.311931
36	version2	0.319353	0.314077
37	version2	0.373860	0.331746
38	version2	0.362785	0.324604
39	version2	0.377503	0.332204
40	version2	0.367722	0.321848
41	version2	0.352947	0.315725
42	version2	0.335838	0.310514
43	version2	0.327892	0.308257
44	version2	0.376746	0.333840
45	version2	0.366260	0.328620
46	version2	0.379622	0.331271
47	version2	0.351318	0.324121
48	version2	0.363896	0.332074
49	version2	0.358421	0.319619
50	version2	0.335331	0.304765
51	version2	0.337306	0.303748
52	version2	0.352850	0.326893
53	version2	0.378018	0.323555
54	version2	0.368446	0.322601
55	version2	0.390806	0.327143
56	version2	0.377453	0.312362
57	version2	0.382224	0.321838
58	version2	0.388660	0.323290
59	version2	0.432440	0.335723
60	version2	0.406456	0.322860
61	version2	0.371089	0.318324
62	version2	0.385006	0.320582
63	version2	0.388660	0.330501
64	version2	0.377378	0.324634
65	version2	0.373456	0.313163
66	version2	0.392722	0.327209
67	version2	0.375417	0.322126
68	version2	0.372569	0.313995
69	version2	0.371560	0.317945
70	version2	0.413008	0.332890
71	version2	0.422506	0.336092
72	version2	0.423681	0.322625
73	version2	0.407846	0.316359
74	version2	0.387536	0.311700
75	version2	0.409225	0.321312
76	version2	0.400790	0.323132
77	version2	0.406936	0.321599
78	version2	0.421394	0.333852
79	version2	0.415167	0.317931
80	version2	0.399422	0.317674
81	version2	0.401749	0.323745
82	version2	0.371103	0.315130
83	version2	0.410754	0.324232
84	version2	0.372139	0.307881
85	version2	0.393044	0.321663
86	version2	0.416049	0.332456
87	version2	0.401842	0.326210
88	version2	0.398199	0.330679
89	version2	0.390878	0.326050
90	version2	0.380157	0.315068
91	version2	0.428900	0.329130
92	version2	0.426025	0.331776
93	version2	0.394635	0.322137
94	version2	0.392383	0.318436
95	version2	0.394253	0.318597
96	version2	0.410376	0.330084
97	version2	0.381887	0.320425
98	version2	0.382233	0.325213
99	version2	0.359460	0.319494
0	version3	0.005271	0.013715
1	version3	0.004687	0.008613
2	version3	0.002340	0.003286
3	version3	0.003649	0.006364
4	version3	0.026711	0.054105
5	version3	0.007058	0.029452
6	version3	0.056236	0.142435
7	version3	0.072801	0.180699
8	version3	0.079526	0.179700
9	version3	0.134637	0.230892
10	version3	0.175132	0.272407
11	version3	0.223587	0.278783
12	version3	0.225694	0.298145
13	version3	0.229065	0.293669
14	version3	0.200965	0.274283
15	version3	0.199010	0.258248
16	version3	0.231356	0.282564
17	version3	0.213715	0.274682
18	version3	0.246828	0.289612
19	version3	0.286515	0.296717
20	version3	0.269674	0.293390
21	version3	0.288164	0.295099
22	version3	0.293588	0.304618
23	version3	0.293865	0.301065
24	version3	0.285711	0.297219
25	version3	0.299343	0.303175
26	version3	0.315168	0.308446
27	version3	0.345710	0.325699
28	version3	0.338222	0.319174
29	version3	0.330132	0.313277
30	version3	0.335667	0.317165
31	version3	0.332878	0.303305
32	version3	0.365724	0.316588
33	version3	0.388932	0.318034
34	version3	0.377392	0.328395
35	version3	0.342850	0.309447
36	version3	0.338261	0.312728
37	version3	0.342804	0.321788
38	version3	0.363949	0.321249
39	version3	0.371556	0.320738
40	version3	0.354747	0.321745
41	version3	0.352565	0.318953
42	version3	0.322774	0.312366
43	version3	0.364635	0.327325
44	version3	0.382686	0.346355
45	version3	0.332421	0.324046
46	version3	0.376742	0.341887
47	version3	0.381171	0.325834
48	version3	0.345686	0.316325
49	version3	0.365818	0.330846
50	version3	0.354888	0.321911
51	version3	0.346949	0.312358
52	version3	0.371532	0.311531
53	version3	0.408722	0.332512
54	version3	0.390428	0.324355
55	version3	0.387457	0.323631
56	version3	0.403586	0.329009
57	version3	0.400738	0.326922
58	version3	0.384511	0.321792
59	version3	0.412242	0.330396
60	version3	0.398807	0.325341
61	version3	0.392367	0.321479
62	version3	0.409125	0.328054
63	version3	0.378217	0.328030
64	version3	0.371572	0.321188
65	version3	0.382862	0.326566
66	version3	0.350653	0.316272
67	version3	0.350172	0.312345
68	version3	0.409874	0.332045
69	version3	0.394364	0.323360
70	version3	0.387985	0.322518
71	version3	0.412064	0.326239
72	version3	0.391008	0.320265
73	version3	0.382688	0.328714
74	version3	0.403953	0.329649
75	version3	0.409921	0.333741
76	version3	0.416168	0.321397
77	version3	0.404818	0.327054
78	version3	0.416086	0.330969
79	version3	0.384465	0.324337
80	version3	0.418354	0.326912
81	version3	0.399031	0.336115
82	version3	0.384854	0.316436
83	version3	0.384775	0.316223
84	version3	0.398396	0.322688
85	version3	0.394596	0.317119
86	version3	0.388974	0.308890
87	version3	0.387133	0.315161
88	version3	0.395922	0.318529
89	version3	0.370264	0.309973
90	version3	0.372186	0.312105
91	version3	0.385242	0.321144
92	version3	0.405525	0.313224
93	version3	0.400943	0.326883
94	version3	0.388015	0.319856
95	version3	0.398168	0.317589
96	version3	0.405897	0.327357
97	version3	0.430203	0.336321
98	version3	0.378436	0.316331
99	version3	0.356811	0.317024

