================================================================================
cosine_similarity by layer
================================================================================
layer	version	mean	std
22	ver1to2	0.223283	0.228919
23	ver1to2	0.033510	0.136005
24	ver1to2	0.439997	0.269755
25	ver1to2	0.259069	0.187740
26	ver1to2	0.522064	0.255828
27	ver1to2	0.226547	0.175993
28	ver1to2	0.232084	0.205737
29	ver1to2	0.605292	0.275066
30	ver1to2	0.153738	0.224648
31	ver1to2	0.525413	0.266049
32	ver1to2	0.145607	0.168966
33	ver1to2	0.565945	0.286395
34	ver1to2	0.265014	0.280468
35	ver1to2	0.169996	0.269276
0	ver1to3	0.532817	0.452329
1	ver1to3	0.379294	0.368673
2	ver1to3	0.354863	0.301482
3	ver1to3	0.365438	0.254447
4	ver1to3	0.386173	0.400048
5	ver1to3	0.463653	0.478786
6	ver1to3	0.337277	0.264320
7	ver1to3	0.059635	0.125563
8	ver1to3	0.211615	0.292290
9	ver1to3	0.548729	0.253403
10	ver1to3	0.090231	0.176683
11	ver1to3	0.271637	0.248025
12	ver1to3	0.288397	0.295909
13	ver1to3	0.474969	0.272413
14	ver1to3	0.237833	0.250979
15	ver1to3	0.434752	0.281485
16	ver1to3	0.438824	0.292025
17	ver1to3	0.321506	0.296692
18	ver1to3	0.373061	0.282371
19	ver1to3	0.484438	0.241172
20	ver1to3	0.471919	0.325188
21	ver1to3	0.154540	0.255936
22	ver1to3	0.226444	0.227335
23	ver1to3	0.033899	0.137738
24	ver1to3	0.438594	0.272509
25	ver1to3	0.258462	0.187025
26	ver1to3	0.524774	0.253888
27	ver1to3	0.224302	0.177251
28	ver1to3	0.230334	0.202195
29	ver1to3	0.604688	0.273742
30	ver1to3	0.150903	0.224034
31	ver1to3	0.525379	0.266562
32	ver1to3	0.148755	0.177543
33	ver1to3	0.564857	0.286952
34	ver1to3	0.262468	0.279220
35	ver1to3	0.160810	0.260739
0	ver2to3	0.525770	0.460698
1	ver2to3	0.351212	0.363673
2	ver2to3	0.320050	0.297854
3	ver2to3	0.346434	0.274932
4	ver2to3	0.369632	0.405892
5	ver2to3	0.458088	0.478140
6	ver2to3	0.326452	0.276842
7	ver2to3	0.054473	0.114253
8	ver2to3	0.177979	0.275724
9	ver2to3	0.508647	0.282187
10	ver2to3	0.081603	0.169563
11	ver2to3	0.242489	0.241879
12	ver2to3	0.258998	0.289395
13	ver2to3	0.439897	0.289107
14	ver2to3	0.224456	0.250922
15	ver2to3	0.394898	0.281563
16	ver2to3	0.405214	0.296231
17	ver2to3	0.297817	0.293431
18	ver2to3	0.330899	0.281319
19	ver2to3	0.448455	0.259421
20	ver2to3	0.431387	0.326513
21	ver2to3	0.132625	0.239442
22	ver2to3	0.197788	0.216503
23	ver2to3	0.030870	0.132781
24	ver2to3	0.406968	0.279345
25	ver2to3	0.240978	0.194221
26	ver2to3	0.484347	0.274101
27	ver2to3	0.213381	0.182596
28	ver2to3	0.204112	0.198054
29	ver2to3	0.562087	0.303907
30	ver2to3	0.138023	0.216851
31	ver2to3	0.483635	0.289845
32	ver2to3	0.137416	0.172250
33	ver2to3	0.520912	0.315619
34	ver2to3	0.250945	0.281723
35	ver2to3	0.152575	0.256390
0	version1	0.542432	0.450780
1	version1	0.381270	0.366990
2	version1	0.343217	0.298681
3	version1	0.369231	0.256283
4	version1	0.394149	0.401709
5	version1	0.469266	0.478331
6	version1	0.345091	0.266580
7	version1	0.058036	0.127222
8	version1	0.200024	0.283049
9	version1	0.539871	0.253184
10	version1	0.086311	0.167098
11	version1	0.272263	0.251023
12	version1	0.283379	0.293153
13	version1	0.465296	0.269439
14	version1	0.237385	0.247337
15	version1	0.427089	0.278068
16	version1	0.431247	0.290708
17	version1	0.295047	0.285695
18	version1	0.358998	0.287454
19	version1	0.482443	0.247664
20	version1	0.452442	0.321577
21	version1	0.146499	0.249236
22	version1	0.214962	0.221357
23	version1	0.031158	0.132745
24	version1	0.439922	0.275369
25	version1	0.252009	0.188674
26	version1	0.510151	0.258634
27	version1	0.222252	0.179165
28	version1	0.228686	0.207262
29	version1	0.605863	0.276536
30	version1	0.143551	0.213863
31	version1	0.523908	0.276333
32	version1	0.144725	0.169501
33	version1	0.556997	0.288075
34	version1	0.248301	0.272982
35	version1	0.164211	0.262974
0	version2	0.509869	0.461595
1	version2	0.346517	0.364873
2	version2	0.325041	0.299377
3	version2	0.338462	0.273239
4	version2	0.369092	0.407197
5	version2	0.444425	0.476965
6	version2	0.323269	0.274999
7	version2	0.051991	0.119835
8	version2	0.175936	0.270620
9	version2	0.493166	0.284088
10	version2	0.083467	0.168173
11	version2	0.258474	0.253943
12	version2	0.250555	0.285299
13	version2	0.433289	0.287009
14	version2	0.207774	0.237798
15	version2	0.380971	0.283127
16	version2	0.396525	0.294998
17	version2	0.277168	0.288846
18	version2	0.322679	0.284040
19	version2	0.450593	0.269455
20	version2	0.419409	0.331749
21	version2	0.124605	0.232839
22	version2	0.197330	0.221358
23	version2	0.027383	0.125554
24	version2	0.400778	0.282189
25	version2	0.227272	0.183940
26	version2	0.480781	0.283846
27	version2	0.207769	0.183255
28	version2	0.202274	0.201689
29	version2	0.548926	0.308890
30	version2	0.133840	0.213995
31	version2	0.471594	0.293674
32	version2	0.125252	0.157987
33	version2	0.503679	0.318258
34	version2	0.232964	0.270062
35	version2	0.149392	0.254798
0	version3	0.483297	0.459931
1	version3	0.337284	0.362822
2	version3	0.308159	0.292676
3	version3	0.331273	0.267496
4	version3	0.363329	0.403400
5	version3	0.442248	0.475293
6	version3	0.319069	0.273794
7	version3	0.047169	0.102695
8	version3	0.180548	0.278383
9	version3	0.487352	0.280120
10	version3	0.077590	0.159807
11	version3	0.246229	0.246518
12	version3	0.256216	0.284677
13	version3	0.429740	0.287403
14	version3	0.219051	0.243473
15	version3	0.376632	0.281989
16	version3	0.393915	0.299205
17	version3	0.287133	0.285983
18	version3	0.327349	0.286141
19	version3	0.449474	0.265711
20	version3	0.415976	0.324435
21	version3	0.119545	0.223855
22	version3	0.201210	0.221941
23	version3	0.026076	0.120938
24	version3	0.401833	0.285287
25	version3	0.221125	0.185122
26	version3	0.472558	0.277066
27	version3	0.206497	0.184080
28	version3	0.199621	0.199510
29	version3	0.546269	0.309906
30	version3	0.126298	0.202173
31	version3	0.475026	0.296372
32	version3	0.136634	0.175885
33	version3	0.505120	0.316122
34	version3	0.236041	0.275292
35	version3	0.153484	0.257350

================================================================================
js_divergence by decode_step
================================================================================
decode_step	version	mean	std
0	ver1to2	0.018063	0.058590
1	ver1to2	0.028725	0.045338
2	ver1to2	0.056082	0.130254
3	ver1to2	0.032317	0.067559
4	ver1to2	0.184047	0.277004
5	ver1to2	0.053786	0.122309
6	ver1to2	0.122072	0.190941
7	ver1to2	0.140774	0.218074
8	ver1to2	0.209310	0.267088
9	ver1to2	0.182740	0.248549
10	ver1to2	0.294218	0.319243
11	ver1to2	0.222422	0.265321
12	ver1to2	0.261725	0.320414
13	ver1to2	0.250444	0.302497
14	ver1to2	0.253256	0.302544
15	ver1to2	0.257660	0.309762
16	ver1to2	0.238371	0.285029
17	ver1to2	0.251193	0.296247
18	ver1to2	0.284488	0.315107
19	ver1to2	0.327599	0.300918
20	ver1to2	0.310365	0.302393
21	ver1to2	0.317243	0.301548
22	ver1to2	0.330801	0.299274
23	ver1to2	0.366354	0.301204
24	ver1to2	0.354590	0.314259
25	ver1to2	0.336482	0.307551
26	ver1to2	0.343417	0.308716
27	ver1to2	0.340497	0.303698
28	ver1to2	0.327771	0.301418
29	ver1to2	0.347815	0.311145
30	ver1to2	0.331986	0.302352
31	ver1to2	0.338492	0.307249
32	ver1to2	0.366790	0.313208
33	ver1to2	0.356061	0.314550
34	ver1to2	0.356986	0.326465
35	ver1to2	0.350586	0.312682
36	ver1to2	0.341447	0.308471
37	ver1to2	0.344418	0.311289
38	ver1to2	0.393100	0.322166
39	ver1to2	0.372340	0.313565
40	ver1to2	0.365169	0.313174
41	ver1to2	0.370483	0.312046
42	ver1to2	0.364760	0.304687
43	ver1to2	0.375567	0.305358
44	ver1to2	0.382233	0.310918
45	ver1to2	0.376107	0.307255
46	ver1to2	0.377399	0.314584
47	ver1to2	0.397313	0.321595
48	ver1to2	0.424529	0.332802
49	ver1to2	0.374108	0.315790
50	ver1to2	0.409463	0.323163
51	ver1to2	0.426975	0.325286
52	ver1to2	0.412933	0.331175
53	ver1to2	0.397319	0.328075
54	ver1to2	0.406997	0.323898
55	ver1to2	0.405861	0.328207
56	ver1to2	0.393319	0.312785
57	ver1to2	0.378156	0.321309
58	ver1to2	0.370282	0.314065
59	ver1to2	0.396133	0.314435
60	ver1to2	0.398778	0.316060
61	ver1to2	0.365728	0.317921
62	ver1to2	0.377960	0.313987
63	ver1to2	0.344744	0.305862
64	ver1to2	0.366789	0.315074
65	ver1to2	0.390310	0.322710
66	ver1to2	0.375346	0.318837
67	ver1to2	0.374469	0.328097
68	ver1to2	0.372233	0.313589
69	ver1to2	0.392665	0.324178
70	ver1to2	0.405297	0.318410
71	ver1to2	0.382554	0.322929
72	ver1to2	0.382192	0.316643
73	ver1to2	0.357469	0.318906
74	ver1to2	0.356538	0.318697
75	ver1to2	0.333047	0.304861
76	ver1to2	0.365383	0.314884
77	ver1to2	0.367575	0.322848
78	ver1to2	0.363168	0.310184
79	ver1to2	0.354818	0.308422
80	ver1to2	0.376529	0.316699
81	ver1to2	0.393804	0.317603
82	ver1to2	0.371621	0.315232
83	ver1to2	0.385400	0.321693
84	ver1to2	0.384410	0.321071
85	ver1to2	0.354165	0.314506
86	ver1to2	0.348815	0.310397
87	ver1to2	0.364786	0.317659
88	ver1to2	0.412492	0.326545
89	ver1to2	0.387836	0.317631
90	ver1to2	0.392007	0.316692
91	ver1to2	0.372981	0.318558
92	ver1to2	0.376485	0.323919
93	ver1to2	0.421706	0.328985
94	ver1to2	0.390447	0.325292
95	ver1to2	0.384322	0.321108
96	ver1to2	0.370043	0.307852
97	ver1to2	0.391456	0.328423
98	ver1to2	0.383125	0.325190
99	ver1to2	0.385150	0.319369
0	ver1to3	0.017857	0.056278
1	ver1to3	0.026647	0.039907
2	ver1to3	0.055917	0.130817
3	ver1to3	0.030674	0.060263
4	ver1to3	0.174589	0.268190
5	ver1to3	0.053615	0.122414
6	ver1to3	0.126583	0.189609
7	ver1to3	0.145287	0.220445
8	ver1to3	0.228232	0.272645
9	ver1to3	0.211218	0.264869
10	ver1to3	0.344575	0.321732
11	ver1to3	0.252604	0.282287
12	ver1to3	0.272399	0.329791
13	ver1to3	0.281072	0.317142
14	ver1to3	0.263647	0.293544
15	ver1to3	0.309885	0.323460
16	ver1to3	0.283100	0.300762
17	ver1to3	0.287062	0.307733
18	ver1to3	0.307197	0.320585
19	ver1to3	0.327818	0.314942
20	ver1to3	0.307656	0.297892
21	ver1to3	0.313892	0.307612
22	ver1to3	0.324551	0.307094
23	ver1to3	0.318197	0.304647
24	ver1to3	0.326722	0.308591
25	ver1to3	0.324106	0.314241
26	ver1to3	0.330535	0.314585
27	ver1to3	0.336557	0.316560
28	ver1to3	0.317119	0.300290
29	ver1to3	0.362394	0.317239
30	ver1to3	0.328246	0.299747
31	ver1to3	0.376894	0.320203
32	ver1to3	0.326985	0.312151
33	ver1to3	0.347193	0.312779
34	ver1to3	0.357239	0.320031
35	ver1to3	0.355412	0.307936
36	ver1to3	0.347485	0.301115
37	ver1to3	0.372967	0.313683
38	ver1to3	0.372954	0.309653
39	ver1to3	0.338015	0.293039
40	ver1to3	0.353374	0.303633
41	ver1to3	0.394504	0.315939
42	ver1to3	0.352542	0.297245
43	ver1to3	0.379232	0.308489
44	ver1to3	0.380208	0.314037
45	ver1to3	0.391536	0.322948
46	ver1to3	0.378028	0.319565
47	ver1to3	0.383632	0.316978
48	ver1to3	0.393133	0.325188
49	ver1to3	0.380086	0.319422
50	ver1to3	0.382261	0.312214
51	ver1to3	0.363264	0.321308
52	ver1to3	0.342667	0.313085
53	ver1to3	0.350796	0.303981
54	ver1to3	0.361467	0.318646
55	ver1to3	0.326933	0.303205
56	ver1to3	0.380840	0.313673
57	ver1to3	0.386779	0.330205
58	ver1to3	0.347117	0.312959
59	ver1to3	0.356714	0.320041
60	ver1to3	0.395936	0.325243
61	ver1to3	0.356428	0.314507
62	ver1to3	0.374544	0.314099
63	ver1to3	0.346361	0.303704
64	ver1to3	0.368188	0.310756
65	ver1to3	0.410217	0.322881
66	ver1to3	0.404129	0.319973
67	ver1to3	0.408897	0.322865
68	ver1to3	0.408468	0.322843
69	ver1to3	0.384692	0.314890
70	ver1to3	0.361306	0.313756
71	ver1to3	0.333422	0.302746
72	ver1to3	0.390993	0.321123
73	ver1to3	0.360589	0.312864
74	ver1to3	0.388333	0.322682
75	ver1to3	0.362779	0.309058
76	ver1to3	0.380342	0.328525
77	ver1to3	0.406838	0.331099
78	ver1to3	0.387911	0.310092
79	ver1to3	0.382060	0.316530
80	ver1to3	0.381258	0.318680
81	ver1to3	0.394874	0.327643
82	ver1to3	0.345978	0.312973
83	ver1to3	0.358526	0.315677
84	ver1to3	0.389465	0.325654
85	ver1to3	0.372326	0.317638
86	ver1to3	0.391432	0.324151
87	ver1to3	0.363360	0.310624
88	ver1to3	0.397078	0.326675
89	ver1to3	0.373461	0.313587
90	ver1to3	0.389101	0.319418
91	ver1to3	0.380733	0.320268
92	ver1to3	0.404286	0.331486
93	ver1to3	0.383358	0.324252
94	ver1to3	0.396971	0.330539
95	ver1to3	0.398606	0.327506
96	ver1to3	0.382589	0.318808
97	ver1to3	0.402010	0.328543
98	ver1to3	0.365158	0.317843
99	ver1to3	0.380394	0.319742
0	ver2to3	0.007225	0.011815
1	ver2to3	0.012475	0.022270
2	ver2to3	0.006200	0.010532
3	ver2to3	0.008907	0.016846
4	ver2to3	0.031697	0.059132
5	ver2to3	0.007815	0.025805
6	ver2to3	0.037346	0.114414
7	ver2to3	0.048732	0.144730
8	ver2to3	0.054515	0.144688
9	ver2to3	0.067436	0.160563
10	ver2to3	0.143417	0.226359
11	ver2to3	0.097692	0.206532
12	ver2to3	0.096874	0.219606
13	ver2to3	0.151868	0.260679
14	ver2to3	0.177307	0.270264
15	ver2to3	0.175846	0.265466
16	ver2to3	0.169144	0.257371
17	ver2to3	0.221782	0.290704
18	ver2to3	0.223607	0.287426
19	ver2to3	0.240925	0.273755
20	ver2to3	0.240881	0.277102
21	ver2to3	0.268818	0.298707
22	ver2to3	0.267407	0.295567
23	ver2to3	0.289121	0.312201
24	ver2to3	0.301476	0.308464
25	ver2to3	0.271411	0.291495
26	ver2to3	0.290112	0.301042
27	ver2to3	0.316504	0.311911
28	ver2to3	0.312404	0.302409
29	ver2to3	0.296333	0.300854
30	ver2to3	0.318346	0.303290
31	ver2to3	0.328069	0.301650
32	ver2to3	0.344306	0.311353
33	ver2to3	0.342737	0.299576
34	ver2to3	0.343322	0.299726
35	ver2to3	0.351746	0.300219
36	ver2to3	0.358344	0.303892
37	ver2to3	0.356228	0.301151
38	ver2to3	0.363503	0.313051
39	ver2to3	0.350971	0.312686
40	ver2to3	0.338913	0.301360
41	ver2to3	0.376226	0.319692
42	ver2to3	0.342997	0.300287
43	ver2to3	0.359325	0.309654
44	ver2to3	0.339251	0.311671
45	ver2to3	0.367057	0.318407
46	ver2to3	0.350747	0.312484
47	ver2to3	0.364563	0.322310
48	ver2to3	0.371593	0.325256
49	ver2to3	0.347414	0.312057
50	ver2to3	0.381978	0.329624
51	ver2to3	0.383428	0.323066
52	ver2to3	0.406425	0.328075
53	ver2to3	0.385524	0.318829
54	ver2to3	0.366582	0.324935
55	ver2to3	0.391243	0.332513
56	ver2to3	0.358219	0.322210
57	ver2to3	0.375868	0.328606
58	ver2to3	0.383954	0.311522
59	ver2to3	0.398512	0.315405
60	ver2to3	0.399096	0.317180
61	ver2to3	0.367247	0.318077
62	ver2to3	0.374985	0.314685
63	ver2to3	0.368772	0.318364
64	ver2to3	0.390264	0.322604
65	ver2to3	0.388942	0.318698
66	ver2to3	0.385686	0.316131
67	ver2to3	0.422569	0.323609
68	ver2to3	0.386931	0.307983
69	ver2to3	0.431347	0.320835
70	ver2to3	0.407232	0.320884
71	ver2to3	0.381572	0.316481
72	ver2to3	0.408589	0.325500
73	ver2to3	0.386494	0.313180
74	ver2to3	0.361649	0.312375
75	ver2to3	0.351406	0.312654
76	ver2to3	0.402313	0.333360
77	ver2to3	0.390751	0.325046
78	ver2to3	0.384085	0.312090
79	ver2to3	0.369361	0.314662
80	ver2to3	0.387478	0.314480
81	ver2to3	0.397897	0.318179
82	ver2to3	0.374736	0.313825
83	ver2to3	0.377968	0.322578
84	ver2to3	0.394854	0.323175
85	ver2to3	0.362382	0.315196
86	ver2to3	0.374711	0.311845
87	ver2to3	0.370704	0.310521
88	ver2to3	0.371610	0.320845
89	ver2to3	0.380983	0.312469
90	ver2to3	0.405769	0.320152
91	ver2to3	0.366615	0.317551
92	ver2to3	0.341403	0.308933
93	ver2to3	0.384387	0.321968
94	ver2to3	0.391850	0.324224
95	ver2to3	0.378076	0.327220
96	ver2to3	0.356838	0.315609
97	ver2to3	0.375193	0.329509
98	ver2to3	0.367675	0.324656
99	ver2to3	0.370992	0.317384
0	version1	0.015608	0.046270
1	version1	0.024958	0.042809
2	version1	0.054917	0.129733
3	version1	0.031243	0.066464
4	version1	0.176742	0.277104
5	version1	0.057029	0.123733
6	version1	0.124397	0.197262
7	version1	0.147994	0.230634
8	version1	0.176549	0.258843
9	version1	0.153806	0.233767
10	version1	0.255843	0.305645
11	version1	0.222786	0.275339
12	version1	0.282079	0.327329
13	version1	0.247486	0.303951
14	version1	0.249657	0.296355
15	version1	0.285394	0.315102
16	version1	0.279858	0.313239
17	version1	0.252819	0.288938
18	version1	0.303160	0.312664
19	version1	0.329549	0.312031
20	version1	0.326514	0.316419
21	version1	0.313513	0.306459
22	version1	0.338690	0.315042
23	version1	0.354938	0.307456
24	version1	0.346583	0.313672
25	version1	0.321468	0.303399
26	version1	0.335285	0.310012
27	version1	0.343726	0.310426
28	version1	0.343726	0.309916
29	version1	0.333253	0.311614
30	version1	0.349968	0.306944
31	version1	0.349836	0.305623
32	version1	0.350219	0.306643
33	version1	0.352475	0.308601
34	version1	0.370831	0.317311
35	version1	0.348882	0.305506
36	version1	0.380546	0.316953
37	version1	0.374306	0.316843
38	version1	0.403429	0.319900
39	version1	0.394192	0.316166
40	version1	0.378282	0.311382
41	version1	0.420410	0.321375
42	version1	0.385039	0.310189
43	version1	0.370663	0.311242
44	version1	0.377689	0.324939
45	version1	0.377260	0.316511
46	version1	0.387249	0.320348
47	version1	0.389035	0.313921
48	version1	0.368560	0.319395
49	version1	0.354160	0.309852
50	version1	0.391536	0.315445
51	version1	0.365071	0.316323
52	version1	0.356665	0.311968
53	version1	0.361322	0.301480
54	version1	0.392144	0.314180
55	version1	0.364753	0.316162
56	version1	0.417106	0.320046
57	version1	0.391539	0.320586
58	version1	0.362125	0.303782
59	version1	0.345542	0.313025
60	version1	0.364822	0.322007
61	version1	0.326315	0.302619
62	version1	0.386950	0.315638
63	version1	0.354739	0.307594
64	version1	0.331003	0.307308
65	version1	0.356397	0.310691
66	version1	0.380678	0.314701
67	version1	0.374890	0.320835
68	version1	0.375803	0.317669
69	version1	0.394243	0.325274
70	version1	0.365224	0.316935
71	version1	0.368569	0.315032
72	version1	0.367933	0.314090
73	version1	0.390260	0.328116
74	version1	0.370464	0.310533
75	version1	0.372106	0.316555
76	version1	0.381236	0.321404
77	version1	0.378531	0.315423
78	version1	0.396278	0.318171
79	version1	0.346550	0.307646
80	version1	0.373717	0.321424
81	version1	0.344881	0.315190
82	version1	0.342326	0.318641
83	version1	0.365057	0.321938
84	version1	0.353014	0.313264
85	version1	0.343874	0.319738
86	version1	0.371276	0.319037
87	version1	0.352142	0.313232
88	version1	0.395467	0.318473
89	version1	0.346858	0.314797
90	version1	0.354442	0.310341
91	version1	0.343494	0.315130
92	version1	0.370975	0.319262
93	version1	0.366150	0.319015
94	version1	0.375131	0.326144
95	version1	0.379392	0.318163
96	version1	0.404115	0.335164
97	version1	0.368340	0.312524
98	version1	0.377561	0.322116
99	version1	0.394189	0.325302
0	version2	0.007465	0.018943
1	version2	0.010683	0.019382
2	version2	0.004935	0.007720
3	version2	0.007268	0.013881
4	version2	0.025860	0.054647
5	version2	0.009582	0.030757
6	version2	0.070017	0.157659
7	version2	0.084849	0.192457
8	version2	0.099186	0.192685
9	version2	0.090133	0.179970
10	version2	0.168744	0.265180
11	version2	0.108683	0.214670
12	version2	0.109628	0.239252
13	version2	0.151889	0.259645
14	version2	0.180050	0.269293
15	version2	0.159519	0.242231
16	version2	0.155172	0.238981
17	version2	0.162522	0.244657
18	version2	0.204253	0.275362
19	version2	0.231314	0.283327
20	version2	0.263117	0.298550
21	version2	0.253897	0.287689
22	version2	0.266865	0.295047
23	version2	0.276121	0.299376
24	version2	0.256769	0.282551
25	version2	0.240449	0.273119
26	version2	0.260836	0.291557
27	version2	0.280250	0.304199
28	version2	0.255962	0.293629
29	version2	0.248243	0.292294
30	version2	0.281947	0.298269
31	version2	0.297447	0.300126
32	version2	0.310700	0.317681
33	version2	0.296382	0.299541
34	version2	0.306810	0.293030
35	version2	0.325744	0.314226
36	version2	0.322821	0.303064
37	version2	0.308250	0.291881
38	version2	0.349464	0.308166
39	version2	0.369433	0.320065
40	version2	0.349697	0.314094
41	version2	0.389546	0.325605
42	version2	0.354792	0.311740
43	version2	0.337871	0.307352
44	version2	0.312843	0.301625
45	version2	0.354825	0.304907
46	version2	0.372603	0.317884
47	version2	0.360549	0.304203
48	version2	0.367451	0.316484
49	version2	0.371496	0.310487
50	version2	0.363603	0.312688
51	version2	0.398460	0.320375
52	version2	0.362967	0.313068
53	version2	0.386472	0.324556
54	version2	0.412814	0.330068
55	version2	0.374914	0.325383
56	version2	0.351969	0.320056
57	version2	0.364885	0.322910
58	version2	0.363224	0.322118
59	version2	0.342682	0.312252
60	version2	0.361453	0.319154
61	version2	0.347119	0.317024
62	version2	0.374424	0.321042
63	version2	0.376581	0.320472
64	version2	0.362619	0.317314
65	version2	0.365131	0.317251
66	version2	0.359179	0.311432
67	version2	0.410867	0.331025
68	version2	0.404349	0.320502
69	version2	0.417800	0.324485
70	version2	0.399139	0.321211
71	version2	0.406571	0.327934
72	version2	0.423040	0.335842
73	version2	0.411751	0.327694
74	version2	0.378717	0.316607
75	version2	0.381099	0.318822
76	version2	0.390364	0.320732
77	version2	0.348874	0.313720
78	version2	0.393031	0.328050
79	version2	0.376303	0.326548
80	version2	0.362394	0.308617
81	version2	0.358975	0.309520
82	version2	0.372343	0.322708
83	version2	0.355447	0.312797
84	version2	0.383315	0.326902
85	version2	0.346438	0.310031
86	version2	0.362100	0.316052
87	version2	0.367049	0.311190
88	version2	0.361572	0.320181
89	version2	0.362129	0.323150
90	version2	0.356868	0.314269
91	version2	0.400456	0.327546
92	version2	0.364837	0.314577
93	version2	0.411839	0.327242
94	version2	0.374744	0.315359
95	version2	0.384049	0.321181
96	version2	0.407021	0.335218
97	version2	0.369464	0.311486
98	version2	0.390269	0.326374
99	version2	0.369596	0.319965
0	version3	0.007663	0.016392
1	version3	0.010944	0.018870
2	version3	0.005329	0.008231
3	version3	0.007304	0.011589
4	version3	0.026719	0.048975
5	version3	0.010208	0.032289
6	version3	0.081533	0.167202
7	version3	0.099117	0.202893
8	version3	0.115186	0.205452
9	version3	0.108365	0.200118
10	version3	0.211111	0.272571
11	version3	0.135917	0.227016
12	version3	0.154585	0.269779
13	version3	0.223860	0.298424
14	version3	0.234339	0.283021
15	version3	0.204371	0.277421
16	version3	0.182747	0.261520
17	version3	0.220615	0.288239
18	version3	0.240000	0.289011
19	version3	0.267047	0.287972
20	version3	0.282871	0.303016
21	version3	0.275664	0.294417
22	version3	0.287058	0.301489
23	version3	0.313539	0.313303
24	version3	0.291085	0.303437
25	version3	0.279329	0.304229
26	version3	0.295897	0.305842
27	version3	0.304074	0.319097
28	version3	0.298850	0.312769
29	version3	0.271947	0.302353
30	version3	0.291731	0.298759
31	version3	0.322211	0.296119
32	version3	0.341197	0.313682
33	version3	0.308737	0.305532
34	version3	0.341896	0.313649
35	version3	0.325846	0.307296
36	version3	0.333642	0.311813
37	version3	0.338617	0.304439
38	version3	0.357349	0.309671
39	version3	0.364599	0.318290
40	version3	0.327039	0.302820
41	version3	0.370210	0.326515
42	version3	0.336249	0.304390
43	version3	0.333358	0.306555
44	version3	0.346543	0.318961
45	version3	0.311746	0.297858
46	version3	0.322629	0.309680
47	version3	0.341422	0.306348
48	version3	0.324568	0.316884
49	version3	0.338319	0.321547
50	version3	0.307107	0.318357
51	version3	0.303412	0.313664
52	version3	0.300517	0.301367
53	version3	0.332468	0.307633
54	version3	0.331936	0.317341
55	version3	0.330647	0.319671
56	version3	0.387029	0.333612
57	version3	0.372971	0.329532
58	version3	0.341714	0.321042
59	version3	0.315036	0.311773
60	version3	0.340474	0.313380
61	version3	0.331715	0.307959
62	version3	0.344668	0.308668
63	version3	0.341333	0.313569
64	version3	0.332008	0.311846
65	version3	0.371224	0.326564
66	version3	0.380886	0.313982
67	version3	0.391274	0.318198
68	version3	0.379692	0.320413
69	version3	0.353168	0.311822
70	version3	0.351754	0.324092
71	version3	0.345508	0.319029
72	version3	0.357378	0.318310
73	version3	0.363642	0.324184
74	version3	0.357824	0.318795
75	version3	0.346704	0.323808
76	version3	0.352486	0.314670
77	version3	0.375878	0.328029
78	version3	0.391658	0.329776
79	version3	0.351965	0.316122
80	version3	0.363679	0.311355
81	version3	0.388288	0.315734
82	version3	0.342618	0.314413
83	version3	0.365835	0.312066
84	version3	0.352793	0.314192
85	version3	0.359331	0.312587
86	version3	0.374222	0.320140
87	version3	0.382357	0.321523
88	version3	0.412247	0.333534
89	version3	0.379533	0.322093
90	version3	0.359886	0.316137
91	version3	0.337097	0.309010
92	version3	0.356007	0.304237
93	version3	0.391244	0.316503
94	version3	0.381699	0.317949
95	version3	0.349107	0.316290
96	version3	0.391254	0.331850
97	version3	0.372613	0.314787
98	version3	0.382836	0.320103
99	version3	0.364836	0.316451

