task_id,layer,version1_cos,version1_js,version2_cos,version2_js,version3_cos,version3_js,ver1to2_cos,ver1to2_js,ver1to3_cos,ver1to3_js,ver2to3_cos,ver2to3_js
7,13,0.277,0.089,0.293,0.015,0.29,0.002,0.298,0.04,0.276,0.085,0.293,0.016
7,14,0.574,0.017,0.593,0.0,0.591,0.001,0.587,0.012,0.574,0.009,0.594,0.0
7,15,0.348,0.024,0.378,0.006,0.369,0.003,0.375,0.012,0.344,0.029,0.377,0.011
7,16,0.403,0.051,0.434,0.014,0.428,0.005,0.43,0.019,0.403,0.041,0.437,0.007
7,17,0.372,0.191,0.401,0.026,0.396,0.006,0.399,0.154,0.372,0.195,0.404,0.024
7,18,0.375,0.133,0.41,0.008,0.407,0.001,0.399,0.091,0.379,0.131,0.416,0.008
7,19,0.448,0.047,0.474,0.015,0.469,0.007,0.473,0.02,0.45,0.049,0.478,0.015
7,20,0.34,0.23,0.375,0.035,0.372,0.016,0.371,0.149,0.345,0.206,0.382,0.049
7,21,0.431,0.002,0.459,0.0,0.454,0.0,0.458,0.001,0.434,0.002,0.465,0.0
7,22,0.5,0.057,0.527,0.009,0.528,0.002,0.521,0.04,0.503,0.061,0.533,0.006
7,23,0.512,0.0,0.539,0.0,0.535,0.0,0.537,0.0,0.516,0.0,0.544,0.0
7,24,0.36,0.039,0.384,0.01,0.378,0.004,0.389,0.031,0.362,0.046,0.388,0.009
7,25,0.52,0.022,0.537,0.001,0.533,0.001,0.541,0.022,0.523,0.018,0.541,0.001
7,26,0.366,0.074,0.383,0.014,0.379,0.005,0.389,0.049,0.369,0.085,0.387,0.014
7,27,0.409,0.04,0.432,0.003,0.429,0.001,0.433,0.025,0.413,0.047,0.437,0.004
7,28,0.419,0.003,0.439,0.001,0.436,0.0,0.438,0.002,0.422,0.005,0.443,0.001
7,29,0.358,0.073,0.38,0.01,0.375,0.006,0.384,0.066,0.363,0.094,0.386,0.009
7,30,0.572,0.011,0.584,0.0,0.581,0.0,0.586,0.008,0.573,0.01,0.587,0.0
7,31,0.393,0.069,0.412,0.012,0.407,0.004,0.417,0.047,0.396,0.076,0.416,0.009
7,32,0.486,0.007,0.503,0.0,0.497,0.0,0.509,0.006,0.489,0.009,0.507,0.001
7,33,0.304,0.107,0.323,0.026,0.313,0.004,0.333,0.062,0.305,0.114,0.326,0.021
7,34,0.462,0.005,0.482,0.004,0.477,0.0,0.482,0.002,0.463,0.006,0.485,0.006
7,35,0.684,0.0,0.698,0.0,0.695,0.0,0.693,0.0,0.683,0.0,0.698,0.0
8,0,0.968,0.0,0.967,0.0,0.967,0.0,0.969,0.0,0.969,0.0,0.968,0.0
8,1,0.828,0.002,0.829,0.003,0.829,0.001,0.834,0.011,0.834,0.006,0.835,0.001
8,2,0.571,0.017,0.577,0.021,0.579,0.015,0.582,0.002,0.585,0.001,0.591,0.001
8,3,0.555,0.017,0.557,0.008,0.557,0.009,0.576,0.005,0.578,0.004,0.579,0.001
8,4,0.802,0.052,0.805,0.017,0.804,0.02,0.804,0.126,0.805,0.131,0.807,0.0
8,5,0.717,0.001,0.717,0.0,0.718,0.0,0.727,0.001,0.73,0.001,0.729,0.0
8,6,0.666,0.001,0.67,0.001,0.67,0.001,0.675,0.001,0.677,0.0,0.679,0.001
8,7,0.381,0.0,0.383,0.0,0.385,0.0,0.404,0.0,0.408,0.0,0.407,0.0
8,8,0.756,0.005,0.757,0.008,0.757,0.008,0.759,0.001,0.76,0.0,0.759,0.0
8,9,0.315,0.051,0.318,0.054,0.319,0.058,0.346,0.003,0.35,0.003,0.351,0.001
8,10,0.789,0.0,0.79,0.0,0.789,0.0,0.797,0.0,0.797,0.0,0.797,0.0
8,11,0.634,0.056,0.636,0.069,0.637,0.076,0.645,0.002,0.647,0.002,0.647,0.0
8,12,0.503,0.008,0.506,0.009,0.509,0.008,0.517,0.0,0.522,0.0,0.522,0.001
8,13,0.292,0.034,0.294,0.029,0.296,0.03,0.316,0.002,0.32,0.001,0.32,0.002
8,14,0.58,0.0,0.582,0.001,0.581,0.001,0.589,0.001,0.59,0.001,0.591,0.0
8,15,0.372,0.008,0.372,0.013,0.373,0.015,0.394,0.002,0.396,0.004,0.395,0.001
8,16,0.425,0.021,0.425,0.03,0.426,0.027,0.437,0.003,0.44,0.002,0.439,0.001
8,17,0.391,0.11,0.391,0.097,0.395,0.094,0.41,0.005,0.414,0.007,0.414,0.002
8,18,0.389,0.079,0.389,0.085,0.394,0.083,0.396,0.001,0.401,0.002,0.401,0.001
8,19,0.462,0.073,0.461,0.072,0.464,0.076,0.48,0.002,0.482,0.003,0.482,0.002
8,20,0.356,0.093,0.356,0.072,0.36,0.086,0.377,0.007,0.381,0.01,0.382,0.004
8,21,0.444,0.001,0.445,0.001,0.449,0.001,0.462,0.0,0.465,0.0,0.466,0.0
8,22,0.512,0.024,0.514,0.022,0.515,0.024,0.527,0.001,0.528,0.0,0.53,0.0
8,23,0.522,0.0,0.525,0.0,0.525,0.0,0.535,0.0,0.536,0.0,0.538,0.0
8,24,0.375,0.022,0.377,0.022,0.379,0.027,0.4,0.001,0.401,0.004,0.404,0.002
8,25,0.531,0.004,0.533,0.005,0.535,0.004,0.548,0.001,0.55,0.0,0.551,0.0
8,26,0.378,0.053,0.38,0.048,0.381,0.048,0.402,0.002,0.403,0.002,0.404,0.001
8,27,0.423,0.005,0.425,0.005,0.427,0.004,0.447,0.0,0.449,0.0,0.45,0.0
8,28,0.423,0.003,0.423,0.002,0.427,0.002,0.437,0.001,0.441,0.001,0.44,0.0
8,29,0.372,0.053,0.374,0.044,0.378,0.049,0.399,0.003,0.403,0.002,0.405,0.001
8,30,0.577,0.008,0.58,0.009,0.581,0.008,0.595,0.0,0.596,0.0,0.598,0.0
8,31,0.403,0.033,0.406,0.034,0.408,0.031,0.432,0.003,0.434,0.002,0.439,0.001
8,32,0.502,0.004,0.507,0.005,0.508,0.003,0.528,0.001,0.529,0.001,0.534,0.0
8,33,0.316,0.081,0.319,0.077,0.323,0.084,0.359,0.004,0.362,0.003,0.367,0.001
8,34,0.464,0.003,0.467,0.004,0.47,0.005,0.486,0.0,0.489,0.0,0.492,0.0
8,35,0.696,0.0,0.699,0.0,0.699,0.0,0.705,0.0,0.705,0.0,0.708,0.0
9,0,0.965,0.0,0.964,0.0,0.965,0.0,0.965,0.0,0.966,0.0,0.965,0.0
9,1,0.821,0.002,0.823,0.0,0.822,0.0,0.825,0.002,0.822,0.003,0.824,0.0
9,2,0.559,0.027,0.569,0.004,0.568,0.0,0.566,0.019,0.56,0.03,0.569,0.004
9,3,0.542,0.018,0.54,0.002,0.538,0.001,0.551,0.017,0.544,0.02,0.542,0.001
9,4,0.797,0.04,0.804,0.0,0.805,0.02,0.802,0.048,0.8,0.003,0.806,0.026
9,5,0.715,0.0,0.722,0.0,0.722,0.0,0.721,0.0,0.717,0.0,0.723,0.0
9,6,0.662,0.006,0.667,0.001,0.668,0.003,0.667,0.003,0.664,0.001,0.669,0.001
9,7,0.379,0.0,0.381,0.0,0.38,0.0,0.387,0.0,0.381,0.0,0.383,0.0
9,8,0.758,0.0,0.763,0.0,0.765,0.0,0.76,0.0,0.759,0.0,0.765,0.0
9,9,0.318,0.042,0.322,0.004,0.318,0.004,0.325,0.032,0.314,0.045,0.319,0.003
9,10,0.785,0.0,0.788,0.0,0.788,0.0,0.79,0.0,0.786,0.0,0.789,0.0
9,11,0.635,0.028,0.643,0.002,0.641,0.002,0.642,0.016,0.635,0.039,0.643,0.006
9,12,0.503,0.001,0.511,0.001,0.508,0.001,0.512,0.001,0.502,0.003,0.509,0.001
9,13,0.282,0.059,0.293,0.01,0.286,0.011,0.292,0.027,0.278,0.045,0.288,0.006
9,14,0.585,0.004,0.596,0.001,0.593,0.002,0.591,0.001,0.582,0.001,0.593,0.0
9,15,0.361,0.019,0.378,0.003,0.373,0.006,0.37,0.009,0.356,0.009,0.373,0.002
9,16,0.422,0.024,0.433,0.005,0.429,0.002,0.43,0.027,0.417,0.022,0.43,0.003
9,17,0.383,0.079,0.396,0.007,0.389,0.007,0.386,0.049,0.371,0.068,0.385,0.01
9,18,0.396,0.021,0.414,0.002,0.408,0.002,0.393,0.011,0.38,0.017,0.4,0.002
9,19,0.454,0.03,0.466,0.003,0.461,0.01,0.455,0.021,0.443,0.051,0.456,0.012
9,20,0.352,0.115,0.369,0.004,0.361,0.013,0.349,0.105,0.334,0.11,0.353,0.009
9,21,0.437,0.001,0.453,0.0,0.447,0.0,0.436,0.001,0.424,0.001,0.44,0.0
9,22,0.516,0.033,0.53,0.001,0.527,0.002,0.515,0.034,0.505,0.045,0.52,0.001
9,23,0.526,0.0,0.539,0.0,0.535,0.0,0.522,0.0,0.512,0.0,0.526,0.0
9,24,0.359,0.028,0.373,0.003,0.371,0.005,0.358,0.021,0.348,0.024,0.364,0.006
9,25,0.52,0.02,0.53,0.004,0.527,0.004,0.52,0.008,0.512,0.008,0.522,0.0
9,26,0.368,0.041,0.379,0.006,0.377,0.007,0.369,0.027,0.361,0.043,0.372,0.007
9,27,0.419,0.032,0.427,0.003,0.427,0.001,0.421,0.018,0.414,0.025,0.422,0.001
9,28,0.426,0.004,0.434,0.001,0.434,0.001,0.424,0.004,0.419,0.005,0.427,0.0
9,29,0.362,0.047,0.368,0.007,0.367,0.007,0.364,0.028,0.356,0.039,0.362,0.006
9,30,0.572,0.003,0.574,0.002,0.574,0.0,0.572,0.003,0.568,0.003,0.57,0.001
9,31,0.392,0.06,0.397,0.008,0.395,0.006,0.392,0.032,0.384,0.043,0.39,0.005
9,32,0.49,0.004,0.495,0.001,0.492,0.001,0.493,0.002,0.485,0.003,0.489,0.0
9,33,0.304,0.075,0.311,0.006,0.306,0.008,0.307,0.048,0.296,0.073,0.303,0.01
9,34,0.471,0.0,0.475,0.0,0.475,0.0,0.471,0.0,0.466,0.0,0.469,0.0
9,35,0.701,0.0,0.706,0.0,0.706,0.0,0.701,0.0,0.698,0.0,0.703,0.0
10,0,0.966,0.0,0.964,0.0,0.965,0.0,0.964,0.0,0.966,0.0,0.963,0.0
10,1,0.82,0.003,0.82,0.003,0.819,0.041,0.818,0.011,0.824,0.021,0.817,0.063
10,2,0.557,0.003,0.563,0.003,0.56,0.034,0.553,0.004,0.564,0.027,0.556,0.049
10,3,0.531,0.025,0.53,0.003,0.534,0.01,0.523,0.027,0.541,0.017,0.525,0.018
10,4,0.801,0.002,0.804,0.012,0.797,0.008,0.799,0.022,0.801,0.017,0.795,0.0
10,5,0.716,0.0,0.716,0.0,0.706,0.016,0.713,0.0,0.72,0.02,0.702,0.018
10,6,0.659,0.002,0.664,0.007,0.655,0.001,0.659,0.01,0.664,0.001,0.655,0.007
10,7,0.371,0.0,0.372,0.0,0.363,0.0,0.369,0.0,0.377,0.0,0.362,0.0
10,8,0.762,0.001,0.766,0.0,0.753,0.001,0.762,0.001,0.758,0.004,0.752,0.001
10,9,0.307,0.017,0.311,0.005,0.292,0.049,0.307,0.024,0.311,0.018,0.291,0.061
10,10,0.781,0.0,0.781,0.0,0.773,0.0,0.78,0.0,0.785,0.001,0.771,0.001
10,11,0.635,0.007,0.64,0.001,0.626,0.114,0.636,0.014,0.634,0.069,0.626,0.134
10,12,0.5,0.002,0.508,0.001,0.487,0.011,0.503,0.002,0.5,0.006,0.488,0.012
10,13,0.276,0.017,0.288,0.002,0.268,0.055,0.279,0.022,0.286,0.033,0.269,0.061
10,14,0.581,0.002,0.591,0.002,0.573,0.006,0.586,0.009,0.583,0.002,0.577,0.016
10,15,0.354,0.006,0.365,0.002,0.34,0.019,0.36,0.005,0.364,0.019,0.344,0.026
10,16,0.409,0.007,0.424,0.004,0.39,0.033,0.417,0.017,0.413,0.024,0.396,0.05
10,17,0.375,0.025,0.388,0.013,0.358,0.085,0.381,0.031,0.381,0.061,0.362,0.129
10,18,0.391,0.003,0.406,0.005,0.372,0.119,0.402,0.006,0.388,0.12,0.381,0.152
10,19,0.444,0.049,0.459,0.006,0.433,0.069,0.448,0.052,0.445,0.066,0.435,0.077
10,20,0.342,0.058,0.364,0.011,0.329,0.093,0.349,0.048,0.341,0.086,0.332,0.101
10,21,0.431,0.0,0.45,0.0,0.422,0.002,0.438,0.0,0.431,0.001,0.425,0.002
10,22,0.505,0.004,0.522,0.003,0.489,0.047,0.509,0.003,0.501,0.032,0.489,0.048
10,23,0.517,0.0,0.534,0.0,0.505,0.001,0.524,0.0,0.512,0.0,0.509,0.001
10,24,0.347,0.015,0.369,0.01,0.345,0.061,0.352,0.035,0.35,0.033,0.344,0.089
10,25,0.515,0.002,0.525,0.004,0.51,0.015,0.518,0.011,0.52,0.008,0.51,0.032
10,26,0.357,0.015,0.371,0.01,0.354,0.066,0.361,0.029,0.365,0.052,0.355,0.093
10,27,0.407,0.013,0.421,0.001,0.398,0.022,0.41,0.02,0.414,0.005,0.4,0.032
10,28,0.416,0.004,0.429,0.001,0.408,0.004,0.42,0.004,0.413,0.01,0.409,0.008
10,29,0.34,0.015,0.358,0.013,0.336,0.06,0.343,0.022,0.345,0.07,0.335,0.101
10,30,0.558,0.003,0.569,0.002,0.557,0.019,0.558,0.009,0.563,0.008,0.554,0.033
10,31,0.372,0.028,0.389,0.011,0.374,0.06,0.375,0.037,0.379,0.043,0.374,0.098
10,32,0.474,0.002,0.487,0.001,0.477,0.004,0.475,0.002,0.488,0.004,0.475,0.008
10,33,0.276,0.025,0.296,0.008,0.284,0.078,0.276,0.043,0.289,0.062,0.281,0.109
10,34,0.448,0.005,0.462,0.005,0.445,0.01,0.449,0.001,0.454,0.014,0.444,0.011
10,35,0.687,0.0,0.694,0.0,0.682,0.001,0.688,0.0,0.69,0.0,0.682,0.001
11,0,0.969,0.0,0.969,0.0,0.969,0.0,0.97,0.0,0.97,0.0,0.969,0.0
11,1,0.823,0.008,0.823,0.001,0.826,0.001,0.822,0.016,0.823,0.013,0.824,0.0
11,2,0.564,0.011,0.574,0.0,0.578,0.001,0.563,0.012,0.566,0.017,0.575,0.001
11,3,0.538,0.009,0.538,0.002,0.542,0.003,0.536,0.01,0.539,0.006,0.54,0.002
11,4,0.805,0.056,0.81,0.017,0.811,0.001,0.805,0.011,0.805,0.072,0.81,0.027
11,5,0.724,0.003,0.727,0.0,0.73,0.0,0.723,0.001,0.724,0.001,0.726,0.0
11,6,0.67,0.007,0.678,0.001,0.681,0.001,0.67,0.005,0.671,0.004,0.68,0.002
11,7,0.382,0.0,0.385,0.0,0.388,0.0,0.383,0.0,0.384,0.0,0.386,0.0
11,8,0.771,0.0,0.777,0.0,0.777,0.0,0.773,0.0,0.771,0.0,0.777,0.0
11,9,0.333,0.012,0.341,0.009,0.343,0.004,0.329,0.018,0.329,0.016,0.336,0.006
11,10,0.793,0.0,0.795,0.0,0.797,0.0,0.793,0.0,0.794,0.0,0.796,0.0
11,11,0.653,0.003,0.659,0.002,0.659,0.001,0.655,0.007,0.654,0.004,0.659,0.005
11,12,0.525,0.001,0.532,0.001,0.531,0.0,0.525,0.0,0.523,0.0,0.529,0.0
11,13,0.302,0.008,0.313,0.003,0.314,0.007,0.3,0.009,0.301,0.016,0.31,0.005
11,14,0.61,0.0,0.617,0.0,0.616,0.0,0.611,0.0,0.609,0.001,0.616,0.0
11,15,0.389,0.002,0.4,0.002,0.4,0.002,0.388,0.007,0.387,0.002,0.397,0.006
11,16,0.449,0.003,0.463,0.002,0.462,0.003,0.451,0.005,0.449,0.005,0.462,0.002
11,17,0.412,0.018,0.425,0.004,0.423,0.012,0.41,0.015,0.409,0.009,0.42,0.01
11,18,0.427,0.002,0.44,0.001,0.441,0.001,0.426,0.002,0.427,0.002,0.439,0.002
11,19,0.478,0.009,0.488,0.004,0.489,0.006,0.476,0.015,0.479,0.014,0.486,0.013
11,20,0.381,0.045,0.398,0.001,0.395,0.007,0.381,0.045,0.38,0.033,0.394,0.008
11,21,0.464,0.0,0.481,0.0,0.481,0.0,0.463,0.0,0.465,0.0,0.478,0.0
11,22,0.539,0.003,0.549,0.003,0.548,0.004,0.539,0.006,0.537,0.01,0.546,0.002
11,23,0.55,0.0,0.563,0.0,0.561,0.0,0.55,0.0,0.55,0.0,0.56,0.0
11,24,0.391,0.013,0.408,0.002,0.408,0.003,0.389,0.018,0.391,0.015,0.405,0.005
11,25,0.538,0.006,0.548,0.001,0.547,0.001,0.537,0.006,0.536,0.005,0.544,0.002
11,26,0.39,0.043,0.404,0.006,0.404,0.012,0.389,0.029,0.389,0.027,0.401,0.007
11,27,0.435,0.003,0.447,0.001,0.444,0.002,0.433,0.005,0.43,0.003,0.44,0.004
11,28,0.444,0.017,0.456,0.0,0.453,0.006,0.445,0.018,0.443,0.003,0.453,0.006
11,29,0.378,0.011,0.393,0.006,0.394,0.005,0.377,0.019,0.378,0.008,0.391,0.01
11,30,0.574,0.001,0.582,0.0,0.581,0.001,0.573,0.002,0.572,0.0,0.579,0.001
11,31,0.398,0.016,0.415,0.005,0.417,0.004,0.397,0.02,0.398,0.011,0.413,0.008
11,32,0.488,0.001,0.502,0.0,0.506,0.0,0.485,0.001,0.487,0.001,0.5,0.0
11,33,0.301,0.01,0.321,0.005,0.323,0.003,0.299,0.014,0.302,0.013,0.319,0.009
11,34,0.465,0.004,0.479,0.002,0.478,0.004,0.466,0.001,0.464,0.008,0.476,0.005
11,35,0.701,0.0,0.709,0.0,0.707,0.0,0.702,0.0,0.699,0.001,0.706,0.0
12,0,0.969,0.0,0.967,0.0,0.968,0.0,0.969,0.0,0.969,0.0,0.968,0.0
12,1,0.836,0.0,0.837,0.0,0.836,0.0,0.835,0.001,0.836,0.0,0.836,0.0
12,2,0.591,0.005,0.6,0.0,0.6,0.0,0.591,0.005,0.591,0.004,0.599,0.0
12,3,0.585,0.003,0.592,0.0,0.59,0.001,0.584,0.003,0.584,0.004,0.59,0.0
12,4,0.808,0.162,0.812,0.003,0.812,0.0,0.807,0.126,0.807,0.155,0.811,0.002
12,5,0.732,0.001,0.734,0.0,0.733,0.0,0.73,0.001,0.73,0.002,0.732,0.0
12,6,0.682,0.0,0.686,0.0,0.685,0.0,0.681,0.001,0.68,0.001,0.684,0.0
12,7,0.415,0.0,0.417,0.0,0.416,0.0,0.415,0.0,0.414,0.0,0.416,0.0
12,8,0.765,0.0,0.766,0.0,0.764,0.0,0.764,0.0,0.763,0.0,0.764,0.0
12,9,0.362,0.002,0.365,0.0,0.364,0.001,0.361,0.002,0.361,0.001,0.362,0.001
12,10,0.798,0.0,0.797,0.0,0.796,0.0,0.797,0.0,0.796,0.0,0.795,0.0
12,11,0.646,0.001,0.645,0.001,0.645,0.001,0.645,0.001,0.645,0.001,0.645,0.0
12,12,0.527,0.0,0.525,0.0,0.524,0.0,0.527,0.0,0.526,0.0,0.524,0.0
12,13,0.331,0.001,0.331,0.0,0.331,0.001,0.33,0.001,0.33,0.002,0.331,0.001
12,14,0.591,0.0,0.59,0.0,0.59,0.0,0.591,0.0,0.591,0.0,0.59,0.0
12,15,0.406,0.004,0.405,0.0,0.403,0.001,0.406,0.003,0.404,0.002,0.403,0.001
12,16,0.445,0.001,0.442,0.0,0.442,0.001,0.445,0.001,0.444,0.002,0.441,0.001
12,17,0.426,0.005,0.425,0.001,0.425,0.001,0.426,0.004,0.425,0.005,0.425,0.0
12,18,0.408,0.018,0.408,0.001,0.408,0.003,0.408,0.012,0.407,0.007,0.408,0.001
12,19,0.491,0.014,0.493,0.003,0.493,0.004,0.492,0.006,0.492,0.005,0.494,0.001
12,20,0.396,0.018,0.4,0.001,0.4,0.012,0.396,0.011,0.395,0.003,0.4,0.006
12,21,0.474,0.0,0.477,0.0,0.478,0.0,0.474,0.0,0.474,0.0,0.478,0.0
12,22,0.532,0.002,0.532,0.0,0.532,0.001,0.533,0.001,0.532,0.002,0.533,0.001
12,23,0.542,0.0,0.546,0.0,0.546,0.0,0.542,0.0,0.542,0.0,0.547,0.0
12,24,0.404,0.006,0.411,0.001,0.411,0.002,0.406,0.002,0.406,0.003,0.413,0.001
12,25,0.545,0.001,0.548,0.0,0.549,0.0,0.546,0.001,0.546,0.001,0.549,0.0
12,26,0.41,0.008,0.413,0.001,0.413,0.002,0.41,0.005,0.41,0.004,0.414,0.001
12,27,0.451,0.0,0.454,0.0,0.455,0.0,0.451,0.0,0.452,0.0,0.454,0.0
12,28,0.446,0.001,0.448,0.001,0.45,0.0,0.446,0.0,0.447,0.0,0.449,0.0
12,29,0.403,0.005,0.407,0.001,0.408,0.002,0.403,0.003,0.403,0.003,0.408,0.001
12,30,0.595,0.0,0.598,0.0,0.599,0.0,0.596,0.0,0.596,0.001,0.599,0.0
12,31,0.438,0.005,0.443,0.0,0.443,0.001,0.438,0.004,0.439,0.004,0.444,0.001
12,32,0.53,0.001,0.536,0.0,0.537,0.0,0.531,0.0,0.531,0.0,0.537,0.0
12,33,0.367,0.005,0.374,0.001,0.374,0.002,0.367,0.004,0.367,0.007,0.374,0.001
12,34,0.496,0.002,0.499,0.0,0.502,0.0,0.497,0.002,0.498,0.001,0.502,0.0
12,35,0.704,0.0,0.707,0.0,0.708,0.0,0.704,0.0,0.705,0.0,0.708,0.0
13,0,0.965,0.0,0.964,0.0,0.966,0.0,0.965,0.0,0.966,0.0,0.965,0.0
13,1,0.824,0.005,0.824,0.002,0.825,0.001,0.823,0.001,0.825,0.003,0.824,0.001
13,2,0.556,0.009,0.565,0.004,0.563,0.028,0.557,0.016,0.56,0.029,0.564,0.052
13,3,0.524,0.005,0.529,0.002,0.526,0.015,0.525,0.003,0.527,0.012,0.528,0.012
13,4,0.813,0.007,0.815,0.009,0.814,0.003,0.811,0.031,0.814,0.001,0.812,0.021
13,5,0.723,0.0,0.725,0.0,0.723,0.001,0.72,0.0,0.723,0.002,0.72,0.001
13,6,0.667,0.002,0.672,0.0,0.67,0.001,0.665,0.004,0.667,0.003,0.668,0.003
13,7,0.373,0.0,0.378,0.0,0.374,0.0,0.374,0.0,0.373,0.0,0.375,0.001
13,8,0.78,0.0,0.778,0.0,0.78,0.0,0.778,0.001,0.782,0.0,0.778,0.0
13,9,0.316,0.003,0.321,0.009,0.315,0.003,0.318,0.01,0.315,0.004,0.317,0.014
13,10,0.793,0.0,0.792,0.0,0.792,0.0,0.791,0.0,0.793,0.0,0.79,0.0
13,11,0.656,0.005,0.656,0.001,0.656,0.0,0.654,0.002,0.655,0.004,0.654,0.001
13,12,0.523,0.0,0.522,0.002,0.521,0.002,0.52,0.002,0.522,0.003,0.518,0.008
13,13,0.294,0.008,0.297,0.002,0.298,0.006,0.291,0.01,0.296,0.004,0.295,0.008
13,14,0.612,0.0,0.609,0.001,0.613,0.003,0.606,0.001,0.612,0.002,0.608,0.006
13,15,0.38,0.003,0.384,0.0,0.384,0.002,0.377,0.004,0.38,0.001,0.382,0.003
13,16,0.438,0.002,0.44,0.005,0.443,0.003,0.433,0.012,0.439,0.001,0.438,0.012
13,17,0.397,0.018,0.404,0.005,0.403,0.008,0.395,0.015,0.396,0.011,0.402,0.006
13,18,0.422,0.003,0.428,0.004,0.428,0.001,0.419,0.002,0.421,0.002,0.427,0.002
13,19,0.462,0.017,0.471,0.002,0.467,0.009,0.462,0.017,0.46,0.006,0.467,0.009
13,20,0.362,0.02,0.374,0.005,0.369,0.009,0.359,0.033,0.359,0.037,0.367,0.006
13,21,0.442,0.0,0.453,0.0,0.451,0.0,0.44,0.0,0.44,0.0,0.45,0.0
13,22,0.52,0.0,0.529,0.016,0.525,0.001,0.518,0.014,0.517,0.001,0.523,0.02
13,23,0.529,0.0,0.539,0.0,0.534,0.0,0.528,0.0,0.526,0.0,0.534,0.0
13,24,0.371,0.005,0.383,0.005,0.379,0.003,0.369,0.005,0.368,0.005,0.378,0.005
13,25,0.525,0.001,0.535,0.003,0.529,0.002,0.525,0.003,0.521,0.001,0.529,0.006
13,26,0.375,0.007,0.384,0.007,0.379,0.004,0.373,0.007,0.372,0.004,0.378,0.005
13,27,0.412,0.001,0.425,0.0,0.417,0.001,0.411,0.001,0.408,0.001,0.416,0.001
13,28,0.424,0.0,0.434,0.003,0.428,0.003,0.424,0.004,0.42,0.002,0.428,0.011
13,29,0.337,0.008,0.353,0.009,0.345,0.005,0.337,0.009,0.333,0.005,0.346,0.01
13,30,0.552,0.0,0.563,0.002,0.556,0.0,0.553,0.003,0.549,0.001,0.557,0.003
13,31,0.363,0.011,0.382,0.003,0.369,0.012,0.366,0.01,0.357,0.005,0.373,0.011
13,32,0.462,0.001,0.479,0.0,0.466,0.001,0.464,0.001,0.455,0.002,0.468,0.0
13,33,0.254,0.009,0.274,0.004,0.263,0.009,0.257,0.012,0.25,0.007,0.267,0.01
13,34,0.447,0.006,0.46,0.0,0.452,0.001,0.448,0.008,0.443,0.008,0.454,0.001
13,35,0.703,0.0,0.708,0.0,0.704,0.0,0.701,0.0,0.7,0.0,0.703,0.0
14,0,0.966,0.0,0.966,0.0,0.966,0.0,0.965,0.0,0.965,0.0,0.966,0.0
14,1,0.82,0.02,0.824,0.001,0.822,0.0,0.821,0.011,0.819,0.024,0.825,0.003
14,2,0.549,0.02,0.563,0.001,0.561,0.005,0.551,0.02,0.548,0.035,0.566,0.003
14,3,0.511,0.006,0.521,0.01,0.521,0.001,0.512,0.007,0.509,0.01,0.524,0.015
14,4,0.801,0.023,0.805,0.0,0.804,0.005,0.802,0.021,0.8,0.047,0.806,0.005
14,5,0.706,0.0,0.714,0.0,0.713,0.0,0.707,0.0,0.706,0.0,0.718,0.0
14,6,0.657,0.006,0.666,0.001,0.666,0.004,0.66,0.007,0.659,0.002,0.671,0.003
14,7,0.374,0.0,0.379,0.0,0.377,0.0,0.375,0.0,0.371,0.0,0.381,0.0
14,8,0.767,0.0,0.769,0.001,0.767,0.0,0.77,0.001,0.766,0.0,0.77,0.002
14,9,0.303,0.023,0.315,0.006,0.318,0.004,0.304,0.015,0.298,0.035,0.316,0.01
14,10,0.782,0.0,0.786,0.0,0.786,0.0,0.784,0.0,0.781,0.0,0.789,0.0
14,11,0.65,0.014,0.651,0.005,0.651,0.003,0.652,0.003,0.649,0.021,0.653,0.008
14,12,0.512,0.003,0.516,0.0,0.518,0.0,0.513,0.003,0.511,0.003,0.519,0.001
14,13,0.279,0.011,0.29,0.002,0.299,0.004,0.278,0.009,0.278,0.023,0.296,0.006
14,14,0.595,0.012,0.6,0.001,0.605,0.009,0.594,0.02,0.595,0.042,0.604,0.004
14,15,0.353,0.003,0.368,0.001,0.377,0.006,0.352,0.006,0.352,0.015,0.376,0.004
14,16,0.42,0.023,0.434,0.004,0.44,0.012,0.419,0.02,0.418,0.06,0.44,0.013
14,17,0.377,0.01,0.397,0.003,0.408,0.007,0.378,0.01,0.377,0.028,0.406,0.009
14,18,0.4,0.006,0.415,0.002,0.427,0.001,0.397,0.003,0.399,0.007,0.422,0.002
14,19,0.445,0.022,0.464,0.007,0.473,0.004,0.446,0.015,0.447,0.033,0.473,0.008
14,20,0.343,0.047,0.366,0.005,0.379,0.019,0.345,0.035,0.347,0.115,0.377,0.03
14,21,0.432,0.0,0.45,0.0,0.464,0.0,0.433,0.0,0.437,0.0,0.461,0.0
14,22,0.521,0.003,0.536,0.003,0.543,0.004,0.522,0.007,0.523,0.011,0.544,0.001
14,23,0.53,0.0,0.543,0.0,0.553,0.0,0.531,0.0,0.535,0.0,0.553,0.0
14,24,0.353,0.012,0.371,0.002,0.385,0.009,0.354,0.007,0.357,0.023,0.381,0.01
14,25,0.523,0.005,0.533,0.001,0.538,0.001,0.525,0.004,0.525,0.01,0.54,0.002
14,26,0.368,0.017,0.379,0.003,0.39,0.008,0.367,0.012,0.371,0.038,0.387,0.012
14,27,0.419,0.006,0.433,0.001,0.439,0.001,0.42,0.003,0.421,0.008,0.441,0.003
